,CNT,CNTSCHID,bol_location,bol_extra_acts,bol_competition,bol_career_guidance,funding,students_male,students_female,teachers_ft,teachers_pt,total_students,total_teachers,ratio_f2m,ratio_pt2ft,ratio_ft2pt,ratio_t2s,ratio_s2t,ap_parental_eng,dropout_rate,avg_cog,avg_math,avg_read,avg_science,med_cog,med_math,med_read,med_science
809,POL,61600253,0,1.0,1.0,0.0,0.98,365.0,374.0,68.0,9.0,739.0,77.0,1.0246575342465754,0.1323529411764706,7.555555555555555,0.1041948579161028,9.597402597402596,0.225,0.0,0.0,5.464285714285714,53.035714285714285,18.035714285714285,0.0,0.0,46.0,13.5
810,POL,61600254,1,1.0,0.0,0.0,1.0,147.0,122.0,34.0,1.0,269.0,35.0,0.8299319727891157,0.0294117647058823,34.0,0.1301115241635687,7.685714285714286,0.59,0.0,0.0,7.142857142857143,51.642857142857146,8.928571428571429,0.0,5.5,44.5,8.0
811,SVK,70300001,1,1.0,1.0,0.0,0.98,167.0,177.0,40.0,2.0,344.0,42.0,1.059880239520958,0.05,20.0,0.1220930232558139,8.19047619047619,0.4275,0.0,3.066666666666667,3.6666666666666665,39.93333333333333,7.333333333333333,0.0,1.0,36.0,4.0
820,SVK,70300010,1,1.0,1.0,0.0,0.99,81.0,73.0,11.0,8.0,154.0,19.0,0.9012345679012346,0.7272727272727273,1.375,0.1233766233766233,8.105263157894736,0.3475,0.0,5.714285714285714,1.8571428571428568,35.142857142857146,3.7142857142857135,0.0,0.0,36.0,0.0
821,SVK,70300011,1,1.0,1.0,0.0,1.0,205.0,137.0,29.0,2.0,342.0,31.0,0.6682926829268293,0.0689655172413793,14.5,0.0906432748538011,11.03225806451613,0.615,0.0,9.363636363636363,3.090909090909091,41.54545454545455,3.727272727272727,0.0,0.0,38.0,0.0
822,SVK,70300012,0,1.0,1.0,1.0,1.0,73.0,96.0,12.0,10.0,169.0,22.0,1.3150684931506849,0.8333333333333334,1.2,0.1301775147928994,7.681818181818182,0.025,0.0,8.3125,3.9375,49.9375,7.25,0.0,0.0,41.0,0.0
827,SVK,70300017,1,1.0,1.0,1.0,1.0,435.0,41.0,50.0,3.0,476.0,53.0,0.0942528735632183,0.06,16.666666666666668,0.111344537815126,8.981132075471699,0.2733333333333333,0.01,5.15625,4.96875,48.625,6.5625,0.0,0.0,43.0,0.0
842,SVK,70300034,1,1.0,1.0,1.0,1.0,130.0,119.0,21.0,4.0,249.0,25.0,0.9153846153846154,0.1904761904761904,5.25,0.1004016064257028,9.96,0.55,0.06,9.461538461538462,5.307692307692308,55.38461538461539,5.384615384615385,0.0,0.0,43.0,0.0
844,SVK,70300036,1,1.0,1.0,0.0,1.0,206.0,227.0,20.0,7.0,433.0,27.0,1.1019417475728157,0.35,2.857142857142857,0.0623556581986143,16.037037037037038,0.5025,0.0,3.2142857142857144,10.428571428571429,71.57142857142857,4.142857142857143,0.0,1.5,50.5,0.0
848,SVK,70300040,0,1.0,1.0,0.0,0.98,35.0,221.0,37.0,6.0,256.0,43.0,6.314285714285714,0.1621621621621621,6.166666666666667,0.16796875,5.953488372093023,0.145,0.0,10.037037037037036,6.407407407407407,50.851851851851855,8.25925925925926,0.0,0.0,44.0,0.0
849,SVK,70300041,0,1.0,1.0,1.0,0.8,175.0,256.0,48.0,1.0,431.0,49.0,1.4628571428571429,0.0208333333333333,48.0,0.1136890951276102,8.795918367346939,0.2466666666666666,0.01,6.67741935483871,5.806451612903226,46.58064516129032,5.32258064516129,0.0,0.0,41.0,0.0
851,SVK,70300043,0,1.0,1.0,1.0,0.9,241.0,339.0,60.0,6.0,580.0,66.0,1.4066390041493777,0.1,10.0,0.1137931034482758,8.787878787878787,0.27,0.01,8.878787878787879,6.666666666666667,46.81818181818182,8.242424242424242,0.0,0.0,41.0,0.0
855,SVK,70300047,0,1.0,1.0,1.0,1.0,183.0,233.0,30.0,5.0,416.0,35.0,1.273224043715847,0.1666666666666666,6.0,0.0841346153846153,11.885714285714286,0.005,0.0,8.666666666666666,4.424242424242424,61.18181818181818,9.030303030303031,0.0,0.0,47.0,0.0
859,SVK,70300051,0,1.0,1.0,1.0,0.99,150.0,300.0,38.0,3.0,450.0,41.0,2.0,0.0789473684210526,12.666666666666666,0.0911111111111111,10.975609756097562,0.4875,0.0,11.28125,4.84375,57.875,8.15625,0.0,0.0,53.0,0.0
860,SVK,70300052,1,1.0,1.0,0.0,0.94,157.0,338.0,58.0,17.0,495.0,75.0,2.1528662420382165,0.293103448275862,3.411764705882353,0.1515151515151515,6.6,0.46,0.0,18.5,4.466666666666667,58.06666666666667,9.566666666666666,0.0,0.0,49.0,0.0
864,SVK,70300056,0,1.0,1.0,1.0,0.95,76.0,352.0,31.0,9.0,428.0,40.0,4.631578947368421,0.2903225806451613,3.4444444444444446,0.0934579439252336,10.7,0.33,0.01,10.961538461538462,7.846153846153846,62.61538461538461,8.346153846153847,0.0,0.0,50.0,0.0
867,SVK,70300059,1,1.0,1.0,1.0,1.0,123.0,122.0,13.0,6.0,245.0,19.0,0.991869918699187,0.4615384615384615,2.1666666666666665,0.0775510204081632,12.894736842105264,0.28,0.0,8.333333333333334,3.0,41.66666666666666,8.666666666666666,0.0,0.0,36.0,3.5
868,SVK,70300060,1,1.0,0.0,1.0,0.96,83.0,82.0,12.0,2.0,165.0,14.0,0.9879518072289156,0.1666666666666666,6.0,0.0848484848484848,11.785714285714286,0.2575,0.0,2.6,1.4,42.4,4.2,0.0,0.0,45.0,0.0
872,SVK,70300064,1,1.0,0.0,0.0,1.0,109.0,106.0,16.0,1.0,215.0,17.0,0.9724770642201837,0.0625,16.0,0.0790697674418604,12.647058823529411,0.14,0.0,6.625,3.75,46.25,9.25,0.0,0.0,44.0,6.5
873,SVK,70300066,1,1.0,1.0,1.0,1.0,76.0,51.0,13.0,3.0,127.0,16.0,0.6710526315789473,0.2307692307692307,4.333333333333333,0.1259842519685039,7.9375,0.5225,0.0,4.0,4.0,34.0,0.0,4.0,4.0,34.0,0.0
875,SVK,70300069,0,1.0,1.0,1.0,0.97,127.0,1.0,8.0,4.0,128.0,12.0,0.0078740157480314,0.5,2.0,0.09375,10.666666666666666,0.26,0.02,15.461538461538462,4.461538461538462,42.69230769230769,3.692307692307693,0.0,0.0,41.0,0.0
877,SVK,70300071,1,1.0,1.0,1.0,0.99,78.0,59.0,14.0,2.0,137.0,16.0,0.7564102564102564,0.1428571428571428,7.0,0.1167883211678832,8.5625,0.1625,0.0,8.75,3.5,35.0,4.25,0.0,3.0,36.0,0.0
879,SVK,70300073,0,1.0,1.0,1.0,1.0,102.0,106.0,16.0,3.0,208.0,19.0,1.03921568627451,0.1875,5.333333333333333,0.0913461538461538,10.947368421052632,0.2025,0.01,13.857142857142858,1.5714285714285714,41.142857142857146,10.142857142857142,0.0,0.0,39.0,0.0
881,SVK,70300075,0,1.0,0.0,1.0,1.0,93.0,420.0,40.0,5.0,513.0,45.0,4.516129032258065,0.125,8.0,0.087719298245614,11.4,0.035,0.0,17.166666666666668,5.611111111111111,55.16666666666666,6.277777777777778,0.0,0.0,49.0,0.0
884,SVK,70300078,0,1.0,1.0,0.0,0.98,215.0,200.0,24.0,1.0,415.0,25.0,0.9302325581395348,0.0416666666666666,24.0,0.0602409638554216,16.6,0.375,0.0,0.0,5.0,52.333333333333336,7.666666666666667,0.0,2.0,50.0,10.0
889,SVK,70300083,0,1.0,1.0,1.0,0.98,123.0,185.0,21.0,4.0,308.0,25.0,1.5040650406504066,0.1904761904761904,5.25,0.0811688311688311,12.32,0.3125,0.0,22.46153846153846,3.1538461538461537,49.57692307692308,9.307692307692308,0.0,0.0,49.0,0.0
891,SVK,70300085,0,1.0,1.0,0.0,0.95,155.0,267.0,29.0,5.0,422.0,34.0,1.7225806451612904,0.1724137931034483,5.8,0.0805687203791469,12.411764705882351,0.195,0.01,13.909090909090908,4.333333333333333,60.36363636363637,10.12121212121212,0.0,0.0,49.0,0.0
894,SVK,70300088,1,1.0,1.0,0.0,0.98,106.0,108.0,15.0,5.0,214.0,20.0,1.018867924528302,0.3333333333333333,3.0,0.0934579439252336,10.7,0.2875,0.0,1.6666666666666667,8.5,61.0,3.333333333333333,0.0,0.0,51.5,0.0
895,SVK,70300089,1,1.0,1.0,1.0,1.0,95.0,88.0,10.0,5.0,183.0,15.0,0.9263157894736842,0.5,2.0,0.081967213114754,12.2,0.1,0.0,5.888888888888889,2.333333333333333,46.888888888888886,7.888888888888889,0.0,0.0,47.0,0.0
896,SVK,70300090,0,1.0,1.0,1.0,0.52,170.0,500.0,36.0,5.0,670.0,41.0,2.9411764705882355,0.1388888888888889,7.2,0.0611940298507462,16.341463414634145,0.1425,0.02,11.903225806451612,3.838709677419355,46.45161290322581,6.935483870967742,0.0,0.0,47.0,0.0
903,SVK,70300098,0,1.0,1.0,1.0,0.78,134.0,79.0,13.0,3.0,213.0,16.0,0.5895522388059702,0.2307692307692307,4.333333333333333,0.0751173708920187,13.3125,0.1625,0.01,8.142857142857142,5.0,46.04761904761905,6.476190476190476,0.0,0.0,38.0,0.0
907,SVK,70300102,1,1.0,0.0,1.0,1.0,79.0,55.0,11.0,2.0,134.0,13.0,0.6962025316455697,0.1818181818181818,5.5,0.0970149253731343,10.307692307692308,0.475,0.0,2.6666666666666665,4.0,36.333333333333336,3.333333333333333,0.0,0.0,34.0,0.0
913,SVK,70300108,1,1.0,1.0,0.0,1.0,299.0,304.0,41.0,5.0,603.0,46.0,1.0167224080267558,0.1219512195121951,8.2,0.0762852404643449,13.108695652173912,0.4575,0.0,4.214285714285714,6.0,47.57142857142857,5.428571428571429,0.0,0.0,43.5,3.0
914,SVK,70300109,0,1.0,1.0,0.0,0.99,184.0,305.0,42.0,6.0,489.0,48.0,1.6576086956521738,0.1428571428571428,7.0,0.0981595092024539,10.1875,0.1725,0.0,10.909090909090908,5.303030303030303,55.36363636363637,9.606060606060606,0.0,0.0,50.0,0.0
917,SVK,70300112,0,1.0,1.0,0.0,0.9,246.0,259.0,33.0,12.0,505.0,45.0,1.0528455284552845,0.3636363636363636,2.75,0.0891089108910891,11.22222222222222,0.34,0.0,7.4,5.8,51.5,4.1,0.0,0.0,41.0,0.0
922,SVK,70300117,0,1.0,1.0,0.0,0.99,127.0,147.0,18.0,6.0,274.0,24.0,1.15748031496063,0.3333333333333333,3.0,0.0875912408759124,11.416666666666666,0.2025,0.0,13.21875,5.25,56.125,8.4375,0.0,0.0,48.5,0.0
927,SVK,70300122,0,1.0,1.0,0.0,0.85,346.0,66.0,46.0,4.0,412.0,50.0,0.1907514450867052,0.0869565217391304,11.5,0.1213592233009708,8.24,0.28,0.01,4.52,3.04,40.12,5.08,0.0,0.0,39.0,0.0
928,SVK,70300123,1,1.0,1.0,1.0,0.97,102.0,70.0,13.0,2.0,172.0,15.0,0.6862745098039216,0.1538461538461538,6.5,0.0872093023255814,11.466666666666669,0.545,0.02,9.25,3.25,36.75,1.25,0.0,1.5,35.5,0.0
931,SVK,70300126,1,1.0,1.0,0.0,1.0,335.0,379.0,44.0,4.0,714.0,48.0,1.1313432835820896,0.0909090909090909,11.0,0.0672268907563025,14.875,0.5125,0.17,7.225806451612903,5.935483870967742,48.64516129032258,7.0,0.0,0.0,38.0,0.0
934,SVK,70300129,0,1.0,1.0,1.0,0.97,689.0,343.0,39.0,8.0,1032.0,47.0,0.4978229317851959,0.2051282051282051,4.875,0.0455426356589147,21.95744680851064,0.25,0.0,10.545454545454543,3.5454545454545454,41.36363636363637,4.909090909090909,0.0,0.0,36.0,0.0
935,SVK,70300130,1,1.0,1.0,1.0,1.0,238.0,116.0,21.0,1.0,354.0,22.0,0.4873949579831932,0.0476190476190476,21.0,0.0621468926553672,16.09090909090909,0.285,0.06,8.333333333333334,3.333333333333333,42.833333333333336,5.0,0.0,0.0,40.5,0.0
941,SVK,70300136,1,1.0,1.0,1.0,0.98,78.0,88.0,10.0,4.0,166.0,14.0,1.1282051282051282,0.4,2.5,0.0843373493975903,11.857142857142858,0.235,0.0,0.0,3.6666666666666665,35.333333333333336,5.0,0.0,5.0,36.0,0.0
942,SVK,70300137,0,1.0,1.0,0.0,0.9,118.0,340.0,37.0,7.0,458.0,44.0,2.8813559322033897,0.1891891891891892,5.285714285714286,0.0960698689956331,10.409090909090908,0.2225,0.0,6.441176470588236,5.323529411764706,51.41176470588236,10.882352941176473,0.0,0.0,43.0,0.0
947,SVK,70300143,0,1.0,1.0,0.0,0.98,346.0,391.0,50.0,16.0,737.0,66.0,1.130057803468208,0.32,3.125,0.0895522388059701,11.166666666666666,0.4825,0.0,10.59375,4.09375,59.65625,12.21875,0.0,0.0,46.0,0.0
948,SVK,70300144,0,1.0,1.0,0.0,0.99,195.0,202.0,23.0,6.0,397.0,29.0,1.035897435897436,0.2608695652173913,3.8333333333333335,0.0730478589420654,13.689655172413794,0.23,0.0,10.181818181818182,3.0,51.54545454545455,9.909090909090908,0.0,0.0,42.0,4.0
953,SVK,70300149,0,1.0,1.0,1.0,1.0,129.0,112.0,15.0,4.0,241.0,19.0,0.8682170542635659,0.2666666666666666,3.75,0.0788381742738589,12.68421052631579,0.25,0.0,6.142857142857143,1.0,56.0,13.571428571428571,0.0,0.0,49.0,15.0
955,SVK,70300151,0,1.0,0.0,0.0,0.99,285.0,175.0,37.0,8.0,460.0,45.0,0.6140350877192983,0.2162162162162162,4.625,0.0978260869565217,10.22222222222222,0.3025,0.0,8.647058823529411,3.764705882352941,45.70588235294117,6.323529411764706,0.0,0.0,42.5,0.0
957,SVK,70300153,1,1.0,0.0,0.0,1.0,462.0,382.0,50.0,3.0,844.0,53.0,0.8268398268398268,0.06,16.666666666666668,0.0627962085308056,15.924528301886792,0.6925,0.0,10.555555555555555,4.5,41.833333333333336,4.944444444444445,0.0,0.0,41.0,0.0
960,SVK,70300156,0,1.0,1.0,1.0,0.95,194.0,231.0,30.0,9.0,425.0,39.0,1.190721649484536,0.3,3.333333333333333,0.0917647058823529,10.897435897435898,0.075,0.0,10.620689655172416,5.103448275862069,44.6551724137931,8.310344827586206,0.0,0.0,44.0,0.0
961,SVK,70300157,0,1.0,1.0,1.0,1.0,111.0,152.0,17.0,4.0,263.0,21.0,1.3693693693693694,0.2352941176470588,4.25,0.0798479087452471,12.523809523809524,0.5,0.0,7.2,5.6,46.6,5.0,0.0,3.0,31.0,0.0
964,SVK,70300161,1,1.0,1.0,0.0,1.0,200.0,212.0,27.0,4.0,412.0,31.0,1.06,0.1481481481481481,6.75,0.0752427184466019,13.290322580645162,0.0275,0.0,5.333333333333333,8.166666666666666,61.5,8.5,0.5,0.0,47.5,0.0
967,SVK,70300164,1,1.0,1.0,1.0,1.0,147.0,147.0,20.0,3.0,294.0,23.0,1.0,0.15,6.666666666666667,0.0782312925170068,12.782608695652174,0.7125,0.0,3.0,5.428571428571429,54.0,5.857142857142857,0.0,0.0,44.0,2.0
968,SVK,70300165,1,1.0,0.0,0.0,1.0,241.0,243.0,26.0,9.0,484.0,35.0,1.008298755186722,0.3461538461538461,2.888888888888889,0.0723140495867768,13.82857142857143,0.1875,0.0,6.076923076923077,8.615384615384615,60.23076923076923,4.538461538461538,0.0,0.0,42.0,0.0
972,SVK,70300169,0,1.0,1.0,1.0,0.97,96.0,169.0,20.0,5.0,265.0,25.0,1.7604166666666667,0.25,4.0,0.0943396226415094,10.6,0.2825,0.0,8.695652173913043,5.086956521739131,59.21739130434783,11.826086956521738,0.0,0.0,50.0,0.0
980,SVK,70300177,1,1.0,1.0,0.0,1.0,239.0,48.0,32.0,1.0,287.0,33.0,0.200836820083682,0.03125,32.0,0.1149825783972125,8.696969696969697,0.0525,0.01,8.6,4.866666666666666,45.8,8.733333333333333,0.0,0.0,40.0,0.0
982,SVK,70300179,0,1.0,1.0,0.0,1.0,347.0,31.0,39.0,4.0,378.0,43.0,0.0893371757925072,0.1025641025641025,9.75,0.1137566137566137,8.790697674418604,0.09,0.01,11.757575757575758,4.151515151515151,57.48484848484848,10.363636363636363,0.0,0.0,46.0,0.0
988,SVK,70300185,0,1.0,1.0,1.0,0.91,367.0,185.0,36.0,8.0,552.0,44.0,0.5040871934604905,0.2222222222222222,4.5,0.0797101449275362,12.545454545454543,0.13,0.01,12.633333333333333,6.7,61.96666666666667,8.833333333333334,0.0,0.0,53.5,0.0
990,SVK,70300187,0,1.0,1.0,0.0,0.78,180.0,225.0,29.0,5.0,405.0,34.0,1.25,0.1724137931034483,5.8,0.0839506172839506,11.911764705882351,0.055,0.1,8.23076923076923,8.0,46.38461538461539,5.230769230769231,0.0,0.0,43.0,0.0
991,SVK,70300188,0,1.0,1.0,0.0,0.99,173.0,166.0,22.0,2.0,339.0,24.0,0.9595375722543352,0.0909090909090909,11.0,0.0707964601769911,14.125,0.18,0.0,9.466666666666669,3.933333333333333,47.13333333333333,5.2,0.0,0.0,44.0,0.0
992,SVK,70300189,1,1.0,1.0,1.0,0.94,240.0,377.0,42.0,12.0,617.0,54.0,1.5708333333333333,0.2857142857142857,3.5,0.0875202593192868,11.425925925925926,0.125,0.01,13.363636363636363,5.090909090909091,49.31818181818182,12.045454545454543,0.0,0.0,45.5,0.0
993,SVK,70300190,0,1.0,1.0,1.0,1.0,221.0,224.0,32.0,3.0,445.0,35.0,1.013574660633484,0.09375,10.666666666666666,0.0786516853932584,12.714285714285714,0.29,0.0,8.647058823529411,3.5294117647058822,49.76470588235294,9.588235294117649,0.0,0.0,43.0,0.0
994,SVK,70300191,1,1.0,1.0,1.0,0.98,118.0,113.0,15.0,3.0,231.0,18.0,0.9576271186440678,0.2,5.0,0.0779220779220779,12.833333333333334,0.3125,0.01,7.0,3.333333333333333,26.0,31.666666666666668,0.0,0.0,28.5,0.0
995,SVK,70300192,0,1.0,1.0,0.0,1.0,97.0,132.0,14.0,5.0,229.0,19.0,1.3608247422680413,0.3571428571428571,2.8,0.0829694323144104,12.052631578947368,0.0375,0.01,9.8,2.8,51.2,13.4,0.0,0.0,51.5,12.0
996,SVK,70300193,0,1.0,1.0,0.0,0.9,223.0,160.0,28.0,1.0,383.0,29.0,0.7174887892376681,0.0357142857142857,28.0,0.0757180156657963,13.20689655172414,0.475,0.02,4.9523809523809526,7.857142857142857,70.47619047619048,8.285714285714286,0.0,0.0,45.0,0.0
998,SVK,70300195,0,1.0,1.0,0.0,1.0,183.0,16.0,9.0,4.0,199.0,13.0,0.087431693989071,0.4444444444444444,2.25,0.0653266331658291,15.307692307692308,0.145,0.01,0.0,9.333333333333334,70.83333333333333,13.833333333333334,0.0,4.5,50.0,2.5
999,SVK,70300196,0,1.0,1.0,1.0,0.98,283.0,265.0,32.0,3.0,548.0,35.0,0.9363957597173144,0.09375,10.666666666666666,0.0638686131386861,15.657142857142857,0.2625,0.0,8.75,3.9375,54.75,17.5,0.0,0.0,44.0,0.0
1002,SVK,70300199,1,1.0,1.0,0.0,0.99,63.0,38.0,13.0,1.0,101.0,14.0,0.6031746031746031,0.0769230769230769,13.0,0.1386138613861386,7.214285714285714,0.0775,0.0,0.0,3.6,4.8,4.6,0.0,3.0,4.0,5.0
1004,SVK,70300201,0,1.0,1.0,1.0,0.99,255.0,340.0,46.0,2.0,595.0,48.0,1.3333333333333333,0.0434782608695652,23.0,0.080672268907563,12.395833333333334,0.0575,0.0,11.176470588235292,4.794117647058823,58.3235294117647,9.529411764705882,0.0,0.0,48.5,0.0
1009,SVK,70300206,0,1.0,1.0,1.0,1.0,406.0,189.0,50.0,2.0,595.0,52.0,0.4655172413793103,0.04,25.0,0.0873949579831932,11.442307692307692,0.575,0.03,3.5,9.142857142857142,42.785714285714285,3.4285714285714284,0.0,0.0,41.0,0.0
1010,SVK,70300207,0,1.0,1.0,1.0,1.0,251.0,417.0,44.0,5.0,668.0,49.0,1.6613545816733069,0.1136363636363636,8.8,0.0733532934131736,13.63265306122449,0.42,0.0,16.566666666666666,4.733333333333333,56.96666666666667,8.433333333333334,0.0,0.0,50.0,0.0
1026,SVK,70300223,1,1.0,0.0,1.0,1.0,372.0,350.0,61.0,6.0,722.0,67.0,0.9408602150537636,0.0983606557377049,10.166666666666666,0.092797783933518,10.776119402985074,0.225,0.0,16.24137931034483,9.137931034482758,56.27586206896552,10.586206896551724,0.0,0.0,47.0,0.0
1027,SVK,70300224,1,1.0,1.0,0.0,1.0,193.0,200.0,23.0,1.0,393.0,24.0,1.0362694300518134,0.0434782608695652,23.0,0.0610687022900763,16.375,0.035,0.0,9.22222222222222,3.333333333333333,51.22222222222222,1.2222222222222223,0.0,0.0,43.0,0.0
1031,SVK,70300228,0,1.0,1.0,0.0,1.0,329.0,359.0,41.0,5.0,688.0,46.0,1.0911854103343466,0.1219512195121951,8.2,0.066860465116279,14.956521739130435,0.18,0.0,6.523809523809524,4.904761904761905,44.095238095238095,7.857142857142857,0.0,0.0,44.0,0.0
1032,SVK,70300229,0,1.0,1.0,1.0,0.94,331.0,32.0,32.0,1.0,363.0,33.0,0.0966767371601208,0.03125,32.0,0.0909090909090909,11.0,0.155,0.01,8.296296296296296,4.185185185185185,46.44444444444444,6.37037037037037,0.0,0.0,42.0,0.0
1036,SVK,70300233,1,1.0,1.0,0.0,0.99,53.0,64.0,11.0,2.0,117.0,13.0,1.2075471698113207,0.1818181818181818,5.5,0.1111111111111111,9.0,0.2275,0.0,11.5,7.0,41.5,3.75,0.0,2.5,38.0,0.0
1041,SVK,70300238,1,1.0,0.0,1.0,1.0,71.0,72.0,12.0,3.0,143.0,15.0,1.0140845070422535,0.25,4.0,0.1048951048951049,9.533333333333331,0.155,0.0,10.166666666666666,7.666666666666667,59.333333333333336,10.0,0.0,0.0,41.0,0.0
1042,SVK,70300239,0,1.0,1.0,1.0,0.63,109.0,382.0,35.0,2.0,491.0,37.0,3.5045871559633026,0.0571428571428571,17.5,0.075356415478615,13.27027027027027,0.425,0.0,8.709677419354838,5.903225806451613,55.83870967741935,7.064516129032258,0.0,0.0,48.0,0.0
1043,SVK,70300240,1,1.0,1.0,0.0,0.99,78.0,64.0,12.0,3.0,142.0,15.0,0.8205128205128205,0.25,4.0,0.1056338028169014,9.466666666666669,0.16,0.0,4.666666666666667,4.333333333333333,58.22222222222222,8.555555555555555,0.0,0.0,45.0,0.0
1044,SVK,70300241,1,1.0,1.0,0.0,1.0,79.0,74.0,14.0,1.0,153.0,15.0,0.9367088607594936,0.0714285714285714,14.0,0.0980392156862745,10.2,0.315,0.0,48.2,4.2,63.8,11.0,0.0,0.0,70.0,0.0
1045,SVK,70300242,1,1.0,1.0,1.0,1.0,75.0,69.0,14.0,2.0,144.0,16.0,0.92,0.1428571428571428,7.0,0.1111111111111111,9.0,0.685,0.0,1.8333333333333333,5.333333333333333,32.166666666666664,4.0,0.0,2.0,32.5,0.0
1046,SVK,70300243,0,1.0,1.0,1.0,0.95,109.0,459.0,38.0,7.0,568.0,45.0,4.211009174311927,0.1842105263157894,5.428571428571429,0.079225352112676,12.622222222222222,0.13,0.0,7.166666666666667,3.583333333333333,49.75,10.166666666666666,0.0,0.0,47.0,0.0
1047,SVK,70300244,0,1.0,1.0,1.0,1.0,169.0,131.0,13.0,15.0,300.0,28.0,0.7751479289940828,1.1538461538461535,0.8666666666666667,0.0933333333333333,10.714285714285714,0.1625,0.28,4.818181818181818,6.181818181818182,50.63636363636363,10.818181818181818,0.0,0.0,42.0,0.0
1050,SVK,70300247,0,1.0,1.0,1.0,1.0,200.0,341.0,44.0,4.0,541.0,48.0,1.705,0.0909090909090909,11.0,0.088724584103512,11.270833333333334,0.55,0.0,3.2333333333333334,3.7,43.43333333333333,4.333333333333333,0.0,0.0,39.0,0.0
1051,SVK,70300248,0,1.0,1.0,0.0,0.96,308.0,232.0,35.0,7.0,540.0,42.0,0.7532467532467533,0.2,5.0,0.0777777777777777,12.857142857142858,0.2875,0.0,14.333333333333334,2.6666666666666665,44.77777777777778,7.111111111111111,0.0,0.0,46.0,0.0
1061,SVK,70300258,0,1.0,1.0,1.0,0.99,293.0,355.0,50.0,6.0,648.0,56.0,1.21160409556314,0.12,8.333333333333334,0.0864197530864197,11.571428571428571,0.125,0.0,12.625,4.125,44.875,8.625,0.0,0.0,44.0,0.0
1067,SVK,70300264,0,1.0,1.0,0.0,1.0,152.0,339.0,31.0,1.0,491.0,32.0,2.2302631578947367,0.032258064516129,31.0,0.065173116089613,15.34375,0.0575,0.0,4.78125,8.71875,49.90625,8.90625,0.0,0.0,43.5,0.0
1068,SVK,70300265,0,1.0,0.0,0.0,1.0,44.0,106.0,17.0,1.0,150.0,18.0,2.409090909090909,0.0588235294117647,17.0,0.12,8.333333333333334,0.045,0.0,10.058823529411764,4.588235294117647,67.88235294117646,10.176470588235292,0.0,0.0,47.0,0.0
1071,SVK,70300268,0,1.0,1.0,1.0,1.0,198.0,254.0,29.0,7.0,452.0,36.0,1.2828282828282829,0.2413793103448276,4.142857142857143,0.079646017699115,12.555555555555555,0.1825,0.0,11.2,5.0,59.63333333333333,9.8,0.0,0.0,49.0,0.0
1072,SVK,70300269,0,1.0,1.0,1.0,1.0,207.0,360.0,30.0,13.0,567.0,43.0,1.7391304347826086,0.4333333333333333,2.3076923076923075,0.0758377425044091,13.186046511627907,0.425,0.0,10.96774193548387,4.967741935483871,53.03225806451613,12.419354838709678,0.0,0.0,48.0,0.0
1084,SVK,70300282,0,1.0,1.0,0.0,1.0,248.0,225.0,31.0,4.0,473.0,35.0,0.907258064516129,0.1290322580645161,7.75,0.0739957716701902,13.514285714285714,0.1075,0.1,1.1333333333333333,6.333333333333333,55.53333333333333,16.266666666666666,0.0,0.0,51.0,0.0
1085,SVK,70300283,0,1.0,1.0,0.0,0.99,222.0,211.0,24.0,2.0,433.0,26.0,0.9504504504504504,0.0833333333333333,12.0,0.0600461893764434,16.653846153846153,0.0725,0.0,4.666666666666667,5.666666666666667,49.5,9.5,0.0,5.0,46.5,3.5
1087,SVK,70300285,1,1.0,1.0,0.0,0.99,198.0,191.0,21.0,2.0,389.0,23.0,0.9646464646464646,0.0952380952380952,10.5,0.0591259640102827,16.91304347826087,0.365,0.0,6.0,2.533333333333333,38.4,7.133333333333334,0.0,0.0,37.0,0.0
1088,SVK,70300286,0,1.0,1.0,1.0,1.0,70.0,268.0,30.0,9.0,338.0,39.0,3.8285714285714287,0.3,3.333333333333333,0.1153846153846153,8.666666666666666,0.165,0.01,6.095238095238095,5.476190476190476,43.0,6.523809523809524,0.0,0.0,38.0,0.0
1089,SVK,70300287,1,1.0,0.0,1.0,0.99,310.0,296.0,36.0,3.0,606.0,39.0,0.9548387096774194,0.0833333333333333,12.0,0.0643564356435643,15.538461538461538,0.3575,0.0,9.19047619047619,4.9523809523809526,41.23809523809524,4.761904761904762,0.0,0.0,41.0,0.0
1090,SVK,70300288,1,1.0,0.0,1.0,1.0,139.0,101.0,19.0,5.0,240.0,24.0,0.7266187050359713,0.2631578947368421,3.8,0.1,10.0,0.47,0.0,5.75,3.625,57.75,7.5,0.0,0.0,40.5,1.0
1094,SVK,70300292,1,1.0,1.0,1.0,0.98,115.0,118.0,16.0,4.0,233.0,20.0,1.0260869565217392,0.25,4.0,0.0858369098712446,11.65,0.2125,0.0,20.08333333333333,4.916666666666667,59.25,12.5,0.0,0.0,46.5,1.0
1096,SVK,70300294,0,1.0,1.0,0.0,1.0,24.0,19.0,6.0,1.0,43.0,7.0,0.7916666666666666,0.1666666666666666,6.0,0.1627906976744186,6.142857142857143,0.2625,0.12,0.0,3.4,4.8,4.6,0.0,3.0,5.0,5.0
1097,SVK,70300295,0,1.0,1.0,1.0,0.95,378.0,549.0,58.0,10.0,927.0,68.0,1.4523809523809523,0.1724137931034483,5.8,0.0733549083063646,13.632352941176473,0.325,0.0,11.642857142857142,6.535714285714286,70.89285714285714,8.142857142857142,0.0,0.0,58.5,0.0
