,CNT,CNTSCHID,bol_location,bol_extra_acts,bol_competition,bol_career_guidance,funding,students_male,students_female,teachers_ft,teachers_pt,total_students,total_teachers,ratio_f2m,ratio_pt2ft,ratio_ft2pt,ratio_t2s,ratio_s2t,ap_parental_eng,dropout_rate,avg_cog,avg_math,avg_read,avg_science,med_cog,med_math,med_read,med_science
0,CZE,20300001,0,1.0,1.0,0.0,0.97,850.0,110.0,85.0,5.0,960.0,90.0,0.1294117647058823,0.0588235294117647,17.0,0.09375,10.666666666666666,0.295,0.04,0.0,7.4411764705882355,52.85294117647059,11.941176470588236,0.0,5.5,47.0,12.5
2,CZE,20300003,0,1.0,1.0,1.0,1.0,235.0,443.0,47.0,15.0,678.0,62.0,1.8851063829787236,0.3191489361702128,3.1333333333333333,0.0914454277286135,10.935483870967742,0.235,0.0,0.0,9.517241379310343,66.06896551724138,21.27586206896552,0.0,7.0,55.0,19.0
6,CZE,20300007,0,1.0,1.0,1.0,1.0,245.0,394.0,52.0,2.0,639.0,54.0,1.6081632653061224,0.0384615384615384,26.0,0.0845070422535211,11.833333333333334,0.405,0.01,0.0,7.357142857142857,42.285714285714285,10.357142857142858,0.0,8.5,43.0,5.5
7,CZE,20300008,1,1.0,1.0,1.0,0.89,33.0,188.0,20.0,11.0,221.0,31.0,5.696969696969697,0.55,1.818181818181818,0.1402714932126696,7.129032258064516,0.1125,0.3,0.0,6.5588235294117645,47.26470588235294,8.735294117647058,0.0,5.0,43.5,7.0
10,CZE,20300011,1,1.0,1.0,1.0,0.99,57.0,107.0,13.0,8.0,164.0,21.0,1.8771929824561404,0.6153846153846154,1.625,0.1280487804878048,7.809523809523809,0.5833333333333334,0.01,0.0,7.555555555555555,64.94444444444444,17.22222222222222,0.0,2.0,43.5,23.0
14,CZE,20300015,0,0.0,1.0,1.0,1.0,422.0,12.0,51.0,2.0,434.0,53.0,0.0284360189573459,0.0392156862745098,25.5,0.1221198156682027,8.18867924528302,0.1325,0.04,0.0,4.6923076923076925,39.0,10.153846153846152,0.0,3.0,35.0,11.0
15,CZE,20300016,1,1.0,1.0,1.0,1.0,81.0,122.0,14.0,12.0,203.0,26.0,1.5061728395061729,0.8571428571428571,1.1666666666666667,0.1280788177339901,7.8076923076923075,0.1075,0.0,0.0,12.166666666666666,83.16666666666667,14.0,0.0,3.0,51.0,7.5
17,CZE,20300018,0,1.0,1.0,0.0,1.0,261.0,232.0,22.0,10.0,493.0,32.0,0.8888888888888888,0.4545454545454545,2.2,0.0649087221095334,15.40625,0.35,0.0,0.0,7.173913043478261,50.30434782608695,11.217391304347826,0.0,0.0,46.0,9.0
18,CZE,20300019,1,1.0,1.0,0.0,0.94,283.0,288.0,27.0,10.0,571.0,37.0,1.017667844522968,0.3703703703703703,2.7,0.0647985989492119,15.432432432432432,0.2275,0.01,0.0,6.310344827586207,47.44827586206897,9.344827586206897,0.0,5.0,50.0,8.0
19,CZE,20300020,0,1.0,1.0,1.0,1.0,875.0,130.0,75.0,5.0,1005.0,80.0,0.1485714285714285,0.0666666666666666,15.0,0.0796019900497512,12.5625,0.3433333333333334,0.03,0.0,7.65625,53.5625,13.28125,0.0,4.0,48.0,11.0
20,CZE,20300021,0,1.0,1.0,0.0,0.25,62.0,79.0,21.0,8.0,141.0,29.0,1.2741935483870968,0.3809523809523809,2.625,0.2056737588652482,4.862068965517241,0.2675,0.01,0.0,8.941176470588236,50.76470588235294,20.58823529411765,0.0,4.0,46.0,13.0
22,CZE,20300023,0,1.0,0.0,1.0,1.0,203.0,341.0,41.0,7.0,544.0,48.0,1.679802955665025,0.1707317073170731,5.857142857142857,0.088235294117647,11.333333333333334,0.12,0.02,0.0,9.172413793103448,70.3103448275862,15.344827586206897,0.0,8.0,49.0,6.0
23,CZE,20300024,1,1.0,0.0,0.0,1.0,122.0,112.0,13.0,3.0,234.0,16.0,0.918032786885246,0.2307692307692307,4.333333333333333,0.0683760683760683,14.625,0.34,0.0,0.0,3.6666666666666665,45.22222222222222,8.444444444444445,0.0,1.5,42.5,7.0
24,CZE,20300025,0,1.0,1.0,1.0,0.99,210.0,379.0,54.0,48.0,589.0,102.0,1.8047619047619048,0.8888888888888888,1.125,0.1731748726655348,5.7745098039215685,0.095,0.01,0.0,6.285714285714286,48.31428571428572,11.314285714285717,0.0,5.0,44.0,9.0
26,CZE,20300027,0,1.0,1.0,0.0,1.0,290.0,239.0,35.0,2.0,529.0,37.0,0.8241379310344827,0.0571428571428571,17.5,0.0699432892249527,14.297297297297296,0.4425,0.01,0.0,12.363636363636363,49.5,12.318181818181818,0.0,1.5,43.0,4.5
28,CZE,20300029,0,1.0,1.0,1.0,0.99,722.0,160.0,102.0,13.0,882.0,115.0,0.2216066481994459,0.1274509803921568,7.846153846153846,0.1303854875283446,7.669565217391304,0.1033333333333333,0.15,0.0,6.0625,46.6875,8.4375,0.0,4.5,45.0,2.5
29,CZE,20300030,0,1.0,1.0,1.0,0.9,114.0,82.0,12.0,6.0,196.0,18.0,0.7192982456140351,0.5,2.0,0.0918367346938775,10.88888888888889,0.18,0.04,0.0,5.1,40.9,12.3,0.0,1.5,41.5,11.0
30,CZE,20300031,0,1.0,1.0,0.0,0.95,246.0,169.0,26.0,1.0,415.0,27.0,0.6869918699186992,0.0384615384615384,26.0,0.0650602409638554,15.37037037037037,0.35,0.0,0.0,8.526315789473685,44.42105263157895,6.7368421052631575,0.0,5.0,41.0,6.0
31,CZE,20300032,0,1.0,1.0,1.0,0.97,432.0,190.0,61.0,3.0,622.0,64.0,0.4398148148148148,0.0491803278688524,20.33333333333333,0.1028938906752411,9.71875,0.3966666666666666,0.13,0.0,6.653846153846154,43.03846153846154,10.384615384615383,0.0,3.0,41.5,7.5
32,CZE,20300033,1,1.0,0.0,1.0,1.0,130.0,205.0,24.0,3.0,335.0,27.0,1.5769230769230769,0.125,8.0,0.0805970149253731,12.407407407407408,0.12,0.03,0.0,9.666666666666666,44.66666666666666,2.333333333333333,0.0,12.0,46.0,0.0
33,CZE,20300034,0,1.0,1.0,1.0,0.96,413.0,40.0,35.0,5.0,453.0,40.0,0.0968523002421307,0.1428571428571428,7.0,0.0883002207505518,11.325,0.25,0.19,0.0,7.3428571428571425,49.22857142857143,9.857142857142858,0.0,6.0,45.0,6.0
34,CZE,20300035,0,1.0,1.0,1.0,0.9,257.0,337.0,41.0,10.0,594.0,51.0,1.311284046692607,0.2439024390243902,4.1,0.0858585858585858,11.647058823529411,0.115,0.01,0.0,8.235294117647058,53.0,13.588235294117649,0.0,6.5,44.0,13.5
35,CZE,20300036,1,1.0,1.0,1.0,1.0,72.0,118.0,22.0,2.0,190.0,24.0,1.6388888888888888,0.0909090909090909,11.0,0.1263157894736842,7.916666666666667,0.13,0.08,0.0,9.909090909090908,58.45454545454545,11.636363636363637,0.0,6.5,43.0,11.0
43,CZE,20300044,0,1.0,1.0,1.0,0.97,215.0,207.0,25.0,3.0,422.0,28.0,0.9627906976744186,0.12,8.333333333333334,0.0663507109004739,15.071428571428571,0.3125,0.0,0.0,7.695652173913044,46.73913043478261,10.956521739130435,0.0,2.0,42.0,6.0
46,CZE,20300047,0,1.0,1.0,0.0,1.0,225.0,326.0,38.0,10.0,551.0,48.0,1.448888888888889,0.2631578947368421,3.8,0.087114337568058,11.479166666666666,0.1075,0.06,0.0,8.0,46.833333333333336,13.041666666666666,0.0,1.5,40.0,7.0
49,CZE,20300050,0,1.0,1.0,1.0,1.0,33.0,180.0,16.0,6.0,213.0,22.0,5.454545454545454,0.375,2.6666666666666665,0.1032863849765258,9.681818181818182,0.15,0.1,0.0,6.580645161290323,46.25806451612903,6.935483870967742,0.0,5.0,40.0,5.0
52,CZE,20300053,0,1.0,1.0,0.0,1.0,22.0,240.0,30.0,22.0,262.0,52.0,10.909090909090908,0.7333333333333333,1.3636363636363635,0.1984732824427481,5.038461538461538,0.6666666666666667,0.02,0.0,10.26086956521739,63.47826086956522,7.695652173913044,0.0,7.0,55.0,0.0
54,CZE,20300055,0,1.0,1.0,1.0,1.0,435.0,32.0,46.0,3.0,467.0,49.0,0.0735632183908046,0.0652173913043478,15.333333333333334,0.1049250535331905,9.53061224489796,0.25,0.31,0.0,7.0,55.60714285714285,13.571428571428571,0.0,2.5,37.5,5.5
55,CZE,20300056,1,1.0,1.0,1.0,0.94,118.0,34.0,12.0,10.0,152.0,22.0,0.288135593220339,0.8333333333333334,1.2,0.1447368421052631,6.909090909090909,0.45,0.12,0.0,12.75,82.75,11.75,0.0,10.5,54.5,0.0
56,CZE,20300057,0,1.0,1.0,1.0,0.9,265.0,333.0,63.0,7.0,598.0,70.0,1.2566037735849056,0.1111111111111111,9.0,0.1170568561872909,8.542857142857143,0.2125,0.18,0.0,10.4,52.86666666666667,13.0,0.0,2.0,40.0,7.0
57,CZE,20300058,0,1.0,1.0,1.0,1.0,63.0,206.0,22.0,4.0,269.0,26.0,3.2698412698412698,0.1818181818181818,5.5,0.0966542750929368,10.346153846153848,0.2225,0.06,0.0,7.575757575757576,51.54545454545455,9.030303030303031,0.0,6.0,45.0,7.0
58,CZE,20300059,0,1.0,1.0,1.0,0.99,437.0,140.0,62.0,9.0,577.0,71.0,0.3203661327231121,0.1451612903225806,6.888888888888889,0.1230502599653379,8.126760563380282,0.3333333333333333,0.19,0.0,10.333333333333334,50.6,10.066666666666666,0.0,1.0,34.5,9.0
61,CZE,20300062,1,1.0,1.0,1.0,0.95,432.0,265.0,55.0,9.0,697.0,64.0,0.6134259259259259,0.1636363636363636,6.111111111111111,0.0918220946915351,10.890625,0.0566666666666666,0.03,0.0,6.238095238095238,38.85714285714285,10.428571428571429,0.0,3.0,37.0,6.0
64,CZE,20300065,1,1.0,1.0,1.0,1.0,357.0,87.0,48.0,10.0,444.0,58.0,0.2436974789915966,0.2083333333333333,4.8,0.1306306306306306,7.655172413793103,0.1225,0.13,0.0,13.571428571428571,54.71428571428572,11.571428571428571,0.0,6.0,42.0,8.0
66,CZE,20300067,0,1.0,1.0,0.0,0.76,120.0,159.0,20.0,80.0,279.0,100.0,1.325,4.0,0.25,0.3584229390681003,2.79,0.3666666666666666,0.02,0.0,8.047619047619047,44.85714285714285,8.285714285714286,0.0,7.0,45.0,0.0
68,CZE,20300069,1,1.0,1.0,1.0,0.99,140.0,175.0,26.0,6.0,315.0,32.0,1.25,0.2307692307692307,4.333333333333333,0.1015873015873015,9.84375,0.2666666666666666,0.02,0.0,9.333333333333334,69.41666666666667,11.583333333333334,0.0,3.5,50.0,13.5
72,CZE,20300073,0,1.0,1.0,1.0,0.92,136.0,422.0,38.0,13.0,558.0,51.0,3.1029411764705883,0.3421052631578947,2.923076923076923,0.0913978494623656,10.941176470588236,0.165,0.12,0.0,7.0,47.266666666666666,9.866666666666667,0.0,4.0,44.0,10.0
73,CZE,20300074,1,1.0,0.0,1.0,0.99,216.0,254.0,22.0,5.0,470.0,27.0,1.1759259259259258,0.2272727272727272,4.4,0.0574468085106383,17.40740740740741,0.2575,0.0,0.0,5.217391304347826,44.26086956521739,9.608695652173912,0.0,4.0,42.0,6.0
74,CZE,20300075,0,1.0,0.0,1.0,1.0,449.0,459.0,52.0,2.0,908.0,54.0,1.022271714922049,0.0384615384615384,26.0,0.0594713656387665,16.814814814814813,0.205,0.01,0.0,6.125,48.09375,9.125,0.0,2.0,43.5,9.0
75,CZE,20300076,1,1.0,1.0,1.0,1.0,123.0,202.0,24.0,6.0,325.0,30.0,1.6422764227642277,0.25,4.0,0.0923076923076923,10.833333333333334,0.26,0.02,0.0,7.0,47.3,9.9,0.0,3.0,45.0,12.0
76,CZE,20300077,1,1.0,1.0,1.0,1.0,108.0,121.0,28.0,7.0,229.0,35.0,1.1203703703703705,0.25,4.0,0.1528384279475982,6.542857142857143,0.2833333333333333,0.08,0.0,8.636363636363637,52.63636363636363,12.045454545454543,0.0,1.0,40.0,10.0
77,CZE,20300078,0,1.0,1.0,1.0,1.0,201.0,253.0,35.0,9.0,454.0,44.0,1.2587064676616917,0.2571428571428571,3.888888888888889,0.0969162995594713,10.318181818181818,0.19,0.01,0.0,11.823529411764708,88.76470588235294,14.588235294117649,0.0,6.0,74.0,15.0
79,CZE,20300080,1,1.0,1.0,0.0,0.95,167.0,191.0,24.0,1.0,358.0,25.0,1.1437125748502994,0.0416666666666666,24.0,0.0698324022346368,14.32,0.1833333333333333,0.02,0.0,5.071428571428571,50.142857142857146,13.285714285714286,0.0,1.5,41.0,4.0
80,CZE,20300081,0,1.0,1.0,1.0,0.95,434.0,373.0,69.0,9.0,807.0,78.0,0.8594470046082949,0.1304347826086956,7.666666666666667,0.0966542750929368,10.346153846153848,0.35,0.22,0.0,5.9375,45.0,8.90625,0.0,3.0,39.5,7.5
81,CZE,20300082,0,1.0,1.0,0.0,0.91,289.0,271.0,32.0,9.0,560.0,41.0,0.9377162629757786,0.28125,3.555555555555556,0.0732142857142857,13.658536585365852,0.5475,0.0,0.0,6.611111111111111,47.388888888888886,12.77777777777778,0.0,2.0,46.5,13.0
82,CZE,20300083,0,1.0,1.0,1.0,0.75,124.0,172.0,21.0,8.0,296.0,29.0,1.3870967741935485,0.3809523809523809,2.625,0.0979729729729729,10.20689655172414,0.3,0.05,0.0,6.733333333333333,44.63333333333333,9.166666666666666,0.0,3.5,40.0,9.5
83,CZE,20300084,0,1.0,1.0,1.0,0.7,78.0,54.0,10.0,12.0,132.0,22.0,0.6923076923076923,1.2,0.8333333333333334,0.1666666666666666,6.0,0.55,0.0,0.0,14.0,45.875,12.0,0.0,4.0,40.5,14.5
84,CZE,20300085,0,1.0,1.0,1.0,1.0,260.0,371.0,42.0,24.0,631.0,66.0,1.426923076923077,0.5714285714285714,1.75,0.1045958795562599,9.56060606060606,0.2025,0.0,0.0,7.484848484848484,53.75757575757576,11.212121212121213,0.0,8.0,49.0,8.0
85,CZE,20300086,1,1.0,1.0,1.0,0.99,154.0,237.0,28.0,13.0,391.0,41.0,1.5389610389610389,0.4642857142857143,2.1538461538461537,0.1048593350383631,9.53658536585366,0.2033333333333333,0.0,0.0,6.0,56.31578947368421,17.263157894736842,0.0,3.0,46.0,11.0
89,CZE,20300090,0,1.0,1.0,0.0,0.99,209.0,183.0,23.0,1.0,392.0,24.0,0.8755980861244019,0.0434782608695652,23.0,0.0612244897959183,16.333333333333332,0.225,0.0,0.0,5.25,41.625,12.9375,0.0,2.0,42.5,7.5
91,CZE,20300092,0,1.0,1.0,1.0,1.0,505.0,315.0,95.0,5.0,820.0,100.0,0.6237623762376238,0.0526315789473684,19.0,0.1219512195121951,8.2,0.2333333333333333,0.1,0.0,5.1923076923076925,40.65384615384615,6.961538461538462,0.0,3.0,37.5,3.5
92,CZE,20300093,1,1.0,1.0,1.0,1.0,81.0,123.0,15.0,11.0,204.0,26.0,1.5185185185185186,0.7333333333333333,1.3636363636363635,0.1274509803921568,7.846153846153846,0.135,0.0,0.0,7.777777777777778,50.55555555555556,12.22222222222222,0.0,2.0,46.5,4.0
94,CZE,20300095,1,1.0,0.0,1.0,1.0,89.0,75.0,12.0,3.0,164.0,15.0,0.8426966292134831,0.25,4.0,0.0914634146341463,10.933333333333334,0.675,0.0,0.0,5.5,41.0,8.5,0.0,5.0,40.5,6.0
98,CZE,20300099,1,1.0,0.0,0.0,0.99,91.0,75.0,11.0,3.0,166.0,14.0,0.8241758241758241,0.2727272727272727,3.6666666666666665,0.0843373493975903,11.857142857142858,0.215,0.0,0.0,6.125,43.25,14.0,0.0,3.5,44.5,10.0
101,CZE,20300102,0,1.0,1.0,1.0,0.95,434.0,373.0,69.0,9.0,807.0,78.0,0.8594470046082949,0.1304347826086956,7.666666666666667,0.0966542750929368,10.346153846153848,0.35,0.22,0.0,5.428571428571429,47.95238095238095,8.666666666666666,0.0,0.0,40.0,5.0
102,CZE,20300103,0,1.0,1.0,1.0,0.99,190.0,210.0,42.0,8.0,400.0,50.0,1.105263157894737,0.1904761904761904,5.25,0.125,8.0,0.2075,0.0,0.0,7.166666666666667,51.96666666666667,12.033333333333331,0.0,5.5,46.0,8.5
103,CZE,20300104,0,1.0,1.0,1.0,0.9,731.0,207.0,96.0,11.0,938.0,107.0,0.2831737346101231,0.1145833333333333,8.727272727272727,0.1140724946695096,8.766355140186915,0.21,0.08,0.0,6.757575757575758,50.27272727272727,10.393939393939394,0.0,4.0,43.0,6.0
106,CZE,20300107,0,1.0,1.0,1.0,1.0,231.0,488.0,75.0,10.0,719.0,85.0,2.1125541125541125,0.1333333333333333,7.5,0.1182197496522948,8.458823529411765,0.27,0.01,0.0,6.65625,60.75,13.0625,0.0,5.5,51.5,12.0
107,CZE,20300108,0,1.0,1.0,1.0,0.6,123.0,100.0,16.0,5.0,223.0,21.0,0.8130081300813008,0.3125,3.2,0.0941704035874439,10.61904761904762,0.15,0.0,0.0,5.173913043478261,44.73913043478261,18.869565217391305,0.0,0.0,42.0,11.0
108,CZE,20300109,0,1.0,1.0,1.0,0.86,1043.0,86.0,98.0,12.0,1129.0,110.0,0.0824544582933844,0.1224489795918367,8.166666666666666,0.0974313551815766,10.263636363636364,0.1875,0.07,0.0,6.44,42.48,9.96,0.0,4.0,39.0,7.0
110,CZE,20300111,0,1.0,1.0,0.0,0.99,290.0,282.0,31.0,9.0,572.0,40.0,0.9724137931034482,0.2903225806451613,3.4444444444444446,0.0699300699300699,14.3,0.46,0.02,0.0,5.823529411764706,43.294117647058826,9.088235294117649,0.0,3.5,41.0,5.5
112,CZE,20300113,0,1.0,1.0,1.0,0.99,204.0,613.0,75.0,10.0,817.0,85.0,3.0049019607843137,0.1333333333333333,7.5,0.1040391676866585,9.611764705882353,0.165,0.03,0.0,9.166666666666666,63.41666666666666,11.291666666666666,0.0,2.5,46.0,11.5
115,CZE,20300116,0,1.0,1.0,1.0,0.83,569.0,145.0,53.0,4.0,714.0,57.0,0.2548330404217926,0.0754716981132075,13.25,0.0798319327731092,12.526315789473683,0.6666666666666667,0.02,0.0,7.34375,54.3125,12.59375,0.0,7.0,44.5,3.5
116,CZE,20300117,0,1.0,1.0,1.0,0.78,458.0,508.0,48.0,14.0,966.0,62.0,1.1091703056768558,0.2916666666666667,3.4285714285714284,0.0641821946169772,15.580645161290322,0.4,0.0,0.0,7.1,38.93333333333333,7.766666666666667,0.0,3.5,41.0,6.0
118,CZE,20300119,1,1.0,1.0,1.0,0.99,252.0,56.0,30.0,2.0,308.0,32.0,0.2222222222222222,0.0666666666666666,15.0,0.1038961038961039,9.625,0.19,0.01,0.0,2.125,58.125,7.625,0.0,1.0,48.5,6.5
119,CZE,20300120,1,1.0,1.0,1.0,0.9,100.0,199.0,6.0,34.0,299.0,40.0,1.99,5.666666666666667,0.1764705882352941,0.1337792642140468,7.475,0.3075,0.03,0.0,7.833333333333333,68.83333333333333,7.166666666666667,0.0,3.5,60.0,3.0
120,CZE,20300121,0,1.0,1.0,1.0,0.97,432.0,190.0,61.0,3.0,622.0,64.0,0.4398148148148148,0.0491803278688524,20.33333333333333,0.1028938906752411,9.71875,0.2975,0.13,0.0,13.153846153846152,58.07692307692308,11.653846153846152,0.0,3.5,40.5,2.5
122,CZE,20300123,1,1.0,1.0,1.0,0.99,134.0,58.0,27.0,2.0,192.0,29.0,0.4328358208955223,0.074074074074074,13.5,0.1510416666666666,6.620689655172414,0.195,0.18,0.0,5.956521739130435,48.91304347826087,9.173913043478262,0.0,3.0,43.0,4.0
125,CZE,20300126,1,1.0,1.0,1.0,0.99,121.0,243.0,28.0,2.0,364.0,30.0,2.008264462809917,0.0714285714285714,14.0,0.0824175824175824,12.133333333333333,0.1025,0.04,0.0,5.612903225806452,47.935483870967744,12.838709677419354,0.0,2.0,42.0,9.0
126,CZE,20300127,1,1.0,0.0,1.0,1.0,148.0,240.0,26.0,4.0,388.0,30.0,1.6216216216216215,0.1538461538461538,6.5,0.0773195876288659,12.933333333333334,0.1166666666666666,0.02,0.0,6.434782608695652,54.78260869565217,10.391304347826088,0.0,6.0,46.0,8.0
127,CZE,20300128,0,1.0,1.0,1.0,0.95,125.0,92.0,14.0,5.0,217.0,19.0,0.736,0.3571428571428571,2.8,0.0875576036866359,11.421052631578949,0.2025,0.0,0.0,13.4,36.6,5.5,0.0,10.5,38.5,0.0
130,CZE,20300131,0,1.0,1.0,1.0,0.6,117.0,101.0,16.0,2.0,218.0,18.0,0.8632478632478633,0.125,8.0,0.0825688073394495,12.11111111111111,0.115,0.15,0.0,6.125,76.25,10.125,0.0,1.0,42.0,7.5
131,CZE,20300132,1,1.0,1.0,1.0,0.65,222.0,113.0,24.0,5.0,335.0,29.0,0.509009009009009,0.2083333333333333,4.8,0.0865671641791044,11.551724137931034,0.245,0.01,0.0,10.1875,48.8125,13.0625,0.0,3.5,45.0,9.0
132,CZE,20300133,0,1.0,1.0,1.0,0.8,44.0,22.0,7.0,1.0,66.0,8.0,0.5,0.1428571428571428,7.0,0.1212121212121212,8.25,0.5833333333333334,0.1,0.0,14.25,85.875,17.75,0.0,11.0,70.0,4.0
134,CZE,20300135,1,1.0,1.0,1.0,1.0,137.0,176.0,22.0,9.0,313.0,31.0,1.284671532846715,0.4090909090909091,2.4444444444444446,0.0990415335463258,10.096774193548388,0.3875,0.02,0.0,7.833333333333333,52.66666666666666,10.083333333333334,0.0,8.5,52.0,6.0
136,CZE,20300137,1,1.0,1.0,1.0,1.0,356.0,364.0,106.0,6.0,720.0,112.0,1.0224719101123596,0.0566037735849056,17.666666666666668,0.1555555555555555,6.428571428571429,0.5775,0.1,0.0,7.428571428571429,46.61904761904762,7.142857142857143,0.0,3.0,41.0,3.0
137,CZE,20300138,1,1.0,1.0,0.0,0.95,256.0,309.0,27.0,11.0,565.0,38.0,1.20703125,0.4074074074074074,2.4545454545454546,0.0672566371681415,14.86842105263158,0.06,0.01,0.0,4.842105263157895,51.8421052631579,9.31578947368421,0.0,3.0,41.0,4.0
138,CZE,20300139,1,1.0,1.0,0.0,0.9,167.0,158.0,20.0,5.0,325.0,25.0,0.9461077844311376,0.25,4.0,0.0769230769230769,13.0,0.17,0.0,0.0,6.333333333333333,40.5,7.166666666666667,0.0,3.0,41.5,7.5
139,CZE,20300140,0,1.0,1.0,1.0,0.78,398.0,486.0,71.0,7.0,884.0,78.0,1.221105527638191,0.0985915492957746,10.142857142857142,0.088235294117647,11.333333333333334,0.09,0.15,0.0,5.366666666666666,46.73333333333333,10.0,0.0,3.5,43.0,9.5
141,CZE,20300142,1,1.0,0.0,1.0,1.0,81.0,146.0,18.0,5.0,227.0,23.0,1.8024691358024687,0.2777777777777778,3.6,0.1013215859030837,9.869565217391305,0.4033333333333334,0.17,0.0,7.727272727272728,64.81818181818181,11.0,0.0,2.0,39.0,2.0
142,CZE,20300143,0,1.0,1.0,1.0,1.0,44.0,165.0,21.0,5.0,209.0,26.0,3.75,0.238095238095238,4.2,0.124401913875598,8.038461538461538,0.2825,0.15,0.0,5.2,46.74285714285714,12.028571428571428,0.0,5.0,42.0,9.0
145,CZE,20300146,0,1.0,1.0,1.0,0.98,454.0,38.0,62.0,9.0,492.0,71.0,0.0837004405286343,0.1451612903225806,6.888888888888889,0.1443089430894309,6.929577464788732,0.1325,0.09,0.0,6.047619047619048,51.47619047619048,9.333333333333334,0.0,1.0,44.0,4.0
146,CZE,20300147,1,1.0,1.0,1.0,0.9,85.0,107.0,12.0,16.0,192.0,28.0,1.258823529411765,1.3333333333333333,0.75,0.1458333333333333,6.857142857142857,0.3175,0.0,0.0,8.833333333333334,63.66666666666666,13.583333333333334,0.0,4.5,45.5,11.5
147,CZE,20300148,0,1.0,1.0,1.0,0.7,27.0,184.0,15.0,3.0,211.0,18.0,6.814814814814815,0.2,5.0,0.0853080568720379,11.72222222222222,0.0366666666666666,0.15,0.0,6.0,35.5,5.833333333333333,0.0,2.5,35.0,5.0
150,CZE,20300151,1,1.0,1.0,1.0,0.99,159.0,244.0,31.0,3.0,403.0,34.0,1.5345911949685536,0.0967741935483871,10.333333333333334,0.0843672456575682,11.852941176470589,0.1066666666666666,0.01,0.0,7.388888888888889,50.55555555555556,10.72222222222222,0.0,3.0,45.0,12.0
151,CZE,20300152,1,1.0,1.0,1.0,0.99,117.0,180.0,20.0,4.0,297.0,24.0,1.5384615384615383,0.2,5.0,0.0808080808080808,12.375,0.1025,0.0,0.0,6.962962962962963,54.333333333333336,12.25925925925926,0.0,0.0,51.0,13.0
155,CZE,20300156,0,1.0,1.0,1.0,0.98,265.0,384.0,40.0,20.0,649.0,60.0,1.4490566037735848,0.5,2.0,0.0924499229583975,10.816666666666666,0.0475,0.02,0.0,7.65625,54.875,12.3125,0.0,6.0,51.0,11.0
157,CZE,20300158,1,1.0,1.0,1.0,1.0,138.0,204.0,22.0,8.0,342.0,30.0,1.4782608695652173,0.3636363636363636,2.75,0.087719298245614,11.4,0.1775,0.01,0.0,7.375,51.90625,11.53125,0.0,7.0,47.0,8.0
158,CZE,20300159,0,1.0,1.0,1.0,1.0,280.0,100.0,25.0,6.0,380.0,31.0,0.3571428571428571,0.24,4.166666666666667,0.081578947368421,12.258064516129032,0.1333333333333333,0.1,0.0,6.9,40.0,9.3,0.0,0.5,38.5,10.0
162,CZE,20300163,0,1.0,1.0,1.0,0.9,219.0,168.0,37.0,16.0,387.0,53.0,0.7671232876712328,0.4324324324324324,2.3125,0.1369509043927648,7.30188679245283,0.2625,0.05,0.0,7.705882352941177,48.088235294117645,7.882352941176471,0.0,3.0,40.5,5.0
163,CZE,20300164,1,1.0,1.0,0.0,0.98,224.0,249.0,28.0,2.0,473.0,30.0,1.1116071428571428,0.0714285714285714,14.0,0.0634249471458773,15.766666666666667,0.3125,0.0,0.0,12.157894736842104,61.42105263157895,18.526315789473685,0.0,3.0,50.0,6.0
164,CZE,20300165,0,1.0,1.0,1.0,1.0,308.0,371.0,42.0,12.0,679.0,54.0,1.2045454545454546,0.2857142857142857,3.5,0.0795287187039764,12.574074074074074,0.0475,0.01,0.0,7.8076923076923075,60.96153846153846,12.23076923076923,0.0,9.5,49.0,12.0
165,CZE,20300166,1,1.0,1.0,1.0,1.0,218.0,252.0,34.0,3.0,470.0,37.0,1.1559633027522935,0.088235294117647,11.333333333333334,0.0787234042553191,12.702702702702704,0.1733333333333333,0.01,0.0,8.4,90.9,14.5,0.0,10.0,73.0,6.5
167,CZE,20300168,0,1.0,1.0,1.0,1.0,112.0,365.0,34.0,27.0,477.0,61.0,3.258928571428572,0.7941176470588235,1.2592592592592593,0.1278825995807128,7.819672131147541,0.1866666666666666,0.03,0.0,6.375,45.0,8.5,0.0,4.5,46.0,6.5
168,CZE,20300169,0,1.0,0.0,1.0,0.99,292.0,319.0,36.0,1.0,611.0,37.0,1.0924657534246576,0.0277777777777777,36.0,0.0605564648117839,16.513513513513512,0.2725,0.0,0.0,7.533333333333333,52.1,11.2,0.0,6.0,47.5,8.0
170,CZE,20300171,0,1.0,0.0,0.0,0.98,323.0,343.0,45.0,8.0,666.0,53.0,1.061919504643963,0.1777777777777777,5.625,0.0795795795795795,12.566037735849056,0.405,0.0,0.0,7.09375,55.375,9.40625,0.0,2.0,43.0,4.5
171,CZE,20300172,0,1.0,1.0,0.0,0.9,332.0,374.0,39.0,3.0,706.0,42.0,1.1265060240963856,0.0769230769230769,13.0,0.0594900849858356,16.80952380952381,0.255,0.0,0.0,9.27777777777778,68.77777777777777,13.444444444444445,0.0,4.0,50.5,7.0
172,CZE,20300173,1,1.0,1.0,1.0,1.0,116.0,174.0,22.0,3.0,290.0,25.0,1.5,0.1363636363636363,7.333333333333333,0.0862068965517241,11.6,0.1633333333333333,0.02,0.0,11.166666666666666,64.46666666666667,18.3,0.0,8.5,49.0,11.5
