CNT,CNTSCHID,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC162Q01SA,SC011Q01TA,SC167Q01HA,SC167Q02HA,SC167Q03HA,SC167Q04HA,SC167Q05HA,SC167Q06HA,SC002Q01TA,SC002Q02TA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC003Q01TA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q12IA,SC053Q13IA,SC053Q09TA,SC053Q10TA,SC053Q14IA,SC053Q15IA,SC053Q16IA,SC053D11TA,SC164Q01HA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,avg_cog,med_cog,avg_math,med_math,avg_read,med_read,avg_science,med_science
POL,61600021,1,1,99,1,0,0,2,2,1,1,1,1,1,1,56,32,13,0,13,0,1,0,12,0,0,0,4,1,1,2,1,1,1,1,1,1,1,1,0616002,0,25,32,12,14,0,0,10.11111111111111,7,47.888888888888886,42.5,13.666666666666666,4.5
POL,61600022,3,1,100,0,0,0,2,1,2,1,1,1,1,1,265,253,83,4,NA,0,3,0,NA,0,1,0,2,1,1,1,1,1,2,1,1,1,1,1,0616001,0,30,20,8,0,0,0,6.318181818181818,5.5,45.31818181818182,42.5,8.136363636363637,3
POL,61600023,1,1,99,1,0,0,1,2,1,1,1,1,1,1,62,46,16,0,16,0,0,0,16,0,0,0,3,1,1,2,1,1,2,1,2,1,1,2,0616002,0,10,95,20,5,0,0,7.1923076923076925,2,45.19230769230769,39,15.192307692307692,9
POL,61600024,3,1,99,1,0,0,2,1,1,1,1,1,1,1,97,93,50,1,49,1,1,0,49,0,0,0,4,1,1,2,1,1,2,1,1,1,1,1,0616002,5,30,60,15,5,0,0,5.695652173913044,1,51.26086956521739,43,10.217391304347826,6
POL,61600025,2,1,98,1,1,0,2,1,1,1,1,1,1,1,78,70,40,11,40,11,1,0,39,11,0,0,3,2,1,1,1,1,2,2,1,2,1,2,0616002,0,10,80,12,1,0,0,8.387096774193548,3,46.70967741935484,43,9.35483870967742,8
POL,61600026,3,1,95,3,2,0,2,1,2,1,1,1,1,1,257,258,43,7,43,7,0,0,NA,7,0,0,4,1,1,1,1,1,1,1,1,1,1,1,0616002,3,90,35,10,30,0,0,6.966666666666667,4.5,44.9,43,8.833333333333334,6.5
POL,61600027,1,1,100,0,0,0,2,1,1,1,1,1,1,1,115,103,17,10,NA,0,0,1,17,9,0,0,4,1,1,2,1,2,2,1,1,1,1,1,0616001,0,7,88,7,21,0,0,6.7894736842105265,3,45.89473684210526,45,13.263157894736842,6
POL,61600028,1,1,100,0,0,0,2,2,1,1,1,1,1,1,37,40,8,4,8,4,1,1,8,3,0,0,2,2,1,1,1,2,2,2,2,2,1,2,0616002,0,60,100,35,25,0,0,5.681818181818182,2.5,50.13636363636363,42.5,8.636363636363637,4
POL,61600029,1,1,100,0,0,0,2,3,1,1,1,1,1,1,130,118,23,7,NA,0,0,0,NA,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0616002,0,20,60,5,5,0,0,5.714285714285714,1,48.76190476190476,41,12.19047619047619,8
POL,61600030,3,1,100,0,0,0,2,1,1,1,1,1,1,1,199,204,34,9,34,9,0,0,33,9,1,0,3,2,2,1,1,2,2,1,1,2,1,1,0616002,0,25,50,5,0,0,0,5.769230769230769,0,41.42307692307692,41,9.384615384615383,8.5
POL,61600031,1,1,100,0,0,0,1,1,1,1,1,1,1,1,77,68,26,10,NA,0,0,0,NA,0,1,0,2,2,2,1,1,1,2,1,1,1,1,1,0616002,0,59,17,47,14,0,0,0,0,50,50,18,18
POL,61600032,2,1,98,0,2,0,2,3,2,1,2,1,1,1,92,110,24,1,NA,0,0,0,24,0,0,0,2,2,2,2,1,2,2,2,1,2,2,2,0616002,0,31,53,54,14,0,0,8.2,4,48.2,45.5,11.5,10.5
POL,61600033,3,1,100,0,0,0,1,1,1,1,1,1,1,1,224,214,39,8,39,8,0,1,38,7,1,0,4,1,1,1,1,2,2,1,1,2,1,1,0616002,0,80,35,10,5,0,0,7.2,4.5,45.4,44.5,8.933333333333334,7
POL,61600034,3,1,100,0,0,0,2,3,1,1,1,1,1,1,75,81,15,8,14,8,1,0,0,0,0,0,3,2,1,1,1,2,2,1,1,2,2,2,0616002,1,80,80,20,20,0,0,7.275862068965517,3,50.62068965517241,44,10.06896551724138,9
POL,61600035,3,1,100,0,0,0,2,1,1,1,1,1,1,1,385,338,70,7,0,0,70,7,70,7,0,0,4,1,1,1,1,1,2,1,1,1,1,1,0616002,0,50,50,15,10,0,0,6.866666666666666,4,49.7,44.5,9,4.5
POL,61600036,3,1,100,0,0,0,2,2,1,1,1,1,1,1,278,284,54,5,NA,0,1,0,NA,0,1,0,3,1,1,1,1,2,2,1,2,1,1,1,0616001,0,11,30,10,0,0,0,7.375,7,48.0625,45,11.09375,3.5
POL,61600037,1,1,99,0,1,0,2,1,1,1,1,1,1,1,243,253,54,4,54,4,2,1,52,3,0,0,3,2,1,2,1,2,2,1,1,1,1,1,0616002,0,80,87,20,34,0,0,4.848484848484849,3,55.27272727272727,46,8.333333333333334,6
POL,61600038,2,1,100,0,0,0,1,1,1,1,1,1,1,1,129,163,33,6,33,6,2,0,31,4,0,2,3,1,1,1,1,1,2,1,1,2,2,1,0616002,0,11,84,12,9,0,0,5.7407407407407405,0,57.666666666666664,44,13.666666666666666,13
POL,61600040,2,1,100,0,0,0,2,3,1,1,1,1,1,1,325,273,65,3,65,3,4,1,61,2,0,0,3,1,2,2,1,1,1,1,1,1,1,1,0616002,0,97,53,6,10,0,0,7.37037037037037,2,59.22222222222222,42,12.555555555555555,10
POL,61600041,2,1,100,0,0,0,NA,3,1,1,1,1,1,1,228,209,33,13,NA,0,NA,0,NA,0,0,0,3,2,2,1,1,1,2,1,1,1,1,2,0616002,0,40,45,5,40,0,0,5.903225806451613,0,48.516129032258064,45,10.870967741935484,6
POL,61600042,3,1,100,0,0,0,2,1,1,1,1,1,1,1,259,268,48,3,48,3,1,0,47,3,0,0,3,1,1,1,1,1,2,1,1,1,1,2,0616002,0,24,24,52,10,0,0,0,0,39,39,13,13
POL,61600043,3,1,100,0,0,0,1,1,1,1,1,1,1,1,38,41,27,5,26,5,1,0,NA,0,0,0,2,1,1,2,1,1,2,1,1,2,1,2,0616002,0,10,90,2,1,0,0,5.111111111111111,0,47.851851851851855,42,13.185185185185183,13
POL,61600044,1,1,65,30,5,0,1,1,1,1,1,1,1,1,35,36,11,2,11,2,0,0,11,2,0,0,2,2,2,2,1,1,2,1,1,2,1,2,0616002,0,22,61,10,14,0,0,8,3,48.095238095238095,43,13.904761904761903,3
POL,61600045,3,1,98,1,0,1,1,1,1,1,1,1,1,1,267,247,45,9,45,9,1,0,44,9,0,0,3,1,1,2,1,1,2,1,1,1,1,1,0616002,0,51,100,20,25,0,0,5.517241379310345,3,57.58620689655172,47,12.06896551724138,10
POL,61600046,3,1,98,2,0,0,1,1,1,1,1,1,1,1,219,231,51,5,NA,0,0,0,NA,0,0,0,3,2,1,1,1,1,2,1,1,2,1,1,0616002,1,52,91,3,10,0,0,10.894736842105264,11,53.526315789473685,45,11.526315789473683,0
POL,61600047,1,1,97,2,1,0,2,1,1,1,1,1,1,1,157,135,38,5,NA,0,3,0,NA,0,1,0,2,1,1,1,1,1,2,2,1,2,1,2,0616002,0,50,38,11,11,0,0,5.875,6,42.875,38,9.6875,4.5
POL,61600048,1,1,95,0,0,5,1,2,1,1,1,1,1,1,70,73,31,7,31,7,0,0,31,7,0,0,4,1,1,1,1,2,2,1,1,1,2,2,0616001,0,50,30,10,1,0,0,5.428571428571429,4,53.628571428571426,45,9.685714285714283,6
POL,61600049,1,1,97,2,1,0,2,1,1,1,1,1,1,1,143,147,28,8,28,8,0,0,28,8,0,0,2,1,1,1,1,1,2,1,1,1,1,1,0616002,0,74,100,26,2,0,0,7.428571428571429,4,54.91428571428571,45,9.057142857142855,5
POL,61600050,1,1,100,0,0,0,2,1,1,1,1,1,1,1,34,39,1,22,1,22,0,1,1,21,0,0,2,2,1,2,1,2,2,1,1,1,1,1,0616002,0,36,35,22,12,0,0,7.5,1,46.57692307692308,42.5,14.153846153846152,9
POL,61600051,2,1,80,10,10,0,2,1,1,1,1,1,1,1,332,312,56,7,56,7,1,0,55,7,1,0,9,1,1,2,1,2,2,1,2,2,1,2,0616002,0,50,79,100,20,0,0,5.966666666666667,3,52.8,44.5,9,9
POL,61600052,1,1,95,0,1,4,2,2,1,1,1,1,1,1,48,43,15,4,15,4,0,0,15,4,0,0,1,1,1,1,1,1,2,1,1,2,1,2,0616002,0,85,100,30,90,0,0,5.5,3,48.5,45,11,6.5
POL,61600053,1,1,100,0,0,0,1,2,2,1,1,1,1,1,126,120,49,2,NA,0,0,0,NA,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,0616001,0,10,52,25,12,0,0,6.75,4.5,72.3125,49.5,11.875,8.5
POL,61600054,4,1,100,0,0,0,1,1,1,1,1,1,1,1,131,122,31,20,31,20,1,0,30,20,0,0,4,1,1,1,1,2,2,1,1,1,2,1,0616001,0,40,100,74,32,0,0,5.461538461538462,4,50.57692307692308,46,9.73076923076923,8.5
POL,61600055,2,1,100,0,0,0,1,1,1,1,1,1,1,1,246,198,51,5,51,5,0,0,51,5,0,0,3,1,1,1,1,2,2,1,1,2,2,2,0616002,1,50,50,20,25,0,0,8.272727272727273,6,51.42424242424242,45,8.878787878787879,8
POL,61600056,3,1,100,0,0,0,2,1,1,1,1,1,1,1,93,105,19,6,19,6,0,0,19,6,0,0,3,1,1,1,1,1,1,1,1,1,1,2,0616002,0,5,15,12,7,0,0,7.666666666666667,1.5,47.53333333333333,47,14.866666666666667,11
POL,61600057,4,1,100,0,0,0,2,1,1,1,1,1,1,1,120,133,34,12,34,12,1,0,33,12,0,1,3,2,1,2,1,1,2,2,1,2,1,2,0616002,0,35,45,10,5,0,0,6.1,4.5,50.86666666666667,41.5,11.7,7.5
POL,61600058,4,1,100,0,0,0,1,1,1,1,1,1,1,1,113,109,24,13,23,13,0,0,24,13,0,0,3,2,1,1,1,1,2,1,1,2,2,2,0616001,0,30,100,10,2,0,0,9.551724137931034,7,58.03448275862069,49,14.10344827586207,0
POL,61600059,3,1,99,0,1,0,2,1,1,1,1,1,1,1,123,125,44,7,44,7,1,1,43,6,0,0,3,1,1,1,1,1,2,1,1,2,1,2,0616002,2,50,100,50,20,0,0,5.3076923076923075,1,48.92307692307692,42,8.307692307692308,6
POL,61600061,1,1,99,1,0,0,2,2,1,1,1,1,1,1,89,82,25,8,25,8,0,0,25,8,0,0,1,1,1,2,1,1,1,1,1,2,1,2,0616002,0,82,100,30,17,0,0,13.8,8,46.2,44,6.2,0
POL,61600063,1,1,100,0,0,0,2,2,1,1,1,1,1,1,35,36,0,13,0,13,0,1,0,12,0,0,3,1,2,2,1,1,2,2,2,2,1,1,0616001,0,10,40,15,5,0,0,6.233333333333333,3,54.96666666666667,43,7.9,6
POL,61600064,1,1,97,3,0,0,2,3,1,1,1,1,1,1,140,133,31,6,31,6,2,1,29,5,0,0,2,1,2,1,1,1,2,2,1,2,1,2,0616001,0,94,100,15,45,0,0,6.962962962962963,3,53.2962962962963,45,15.666666666666666,9
POL,61600066,5,1,100,0,0,0,2,1,1,1,1,1,1,1,241,240,62,0,62,0,2,0,60,0,0,0,3,2,2,2,1,2,2,2,1,1,1,1,0616002,13,60,80,10,25,0,0,10.181818181818182,1,45.54545454545455,37,8.909090909090908,8
POL,61600067,2,1,99,0,1,0,1,3,1,1,1,1,1,1,278,249,40,6,40,6,0,0,40,6,0,0,3,1,1,1,1,1,2,1,1,1,1,1,0616001,1,49,86,5,12,0,0,7.5,6,44.035714285714285,43.5,11.642857142857142,9
POL,61600070,3,1,99,1,0,0,1,1,1,1,1,1,1,1,128,538,62,13,62,13,0,0,61,13,1,0,4,2,2,2,1,1,1,1,1,1,1,2,0616002,3,20,30,10,3,0,0,0,0,72,72,24,24
POL,61600071,2,1,99,0,1,0,1,2,1,1,1,1,1,1,353,322,59,2,NA,0,0,0,NA,0,0,0,9,2,1,2,1,2,2,2,1,2,1,2,0616002,0,25,30,5,0,0,0,7.967741935483871,7,44.064516129032256,44,11,9
POL,61600072,4,1,98,1,1,0,1,1,1,1,1,1,1,1,25,28,34,13,34,13,0,0,33,13,1,0,4,2,1,1,1,2,2,2,1,2,1,2,0616002,0,98,20,4,2,0,0,6.2631578947368425,6,46.94736842105263,46,9.842105263157896,8
POL,61600073,4,1,95,0,0,5,1,1,1,1,1,1,1,1,723,19,77,29,77,29,1,0,73,28,3,1,5,1,1,1,1,1,2,2,1,1,2,1,0616002,3,15,63,7,1,0,0,7.5,7,51.25,51.5,18.25,15
POL,61600074,2,1,99,1,0,0,2,2,1,1,1,1,1,1,249,258,66,1,NA,0,3,0,64,0,0,0,3,1,1,2,1,2,2,1,1,1,2,2,0616001,0,10,90,25,10,0,0,5.25,3.5,45.65625,42,9.3125,8.5
POL,61600075,1,1,100,0,0,0,2,3,1,1,1,1,1,1,132,153,26,9,26,9,0,0,26,8,0,1,2,1,1,2,1,2,2,1,1,2,1,2,0616002,0,90,20,10,0,0,0,4.888888888888889,3,50.851851851851855,43,8.814814814814815,5
POL,61600076,3,1,99,1,0,0,2,1,1,1,1,1,1,1,302,215,34,8,34,8,0,0,33,8,1,0,4,1,1,1,1,1,2,1,1,1,1,1,0616002,0,40,90,11,52,0,0,5.777777777777778,6,67.62962962962963,55,17.88888888888889,6
POL,61600077,2,1,100,0,0,0,NA,1,1,1,1,1,1,1,149,233,15,18,15,18,0,0,15,18,0,0,4,2,2,1,1,1,1,2,1,1,1,1,0616002,0,16,70,30,12,0,0,0,0,47,47,10,10
POL,61600078,1,1,99,1,0,0,1,3,1,1,1,1,1,1,170,147,27,1,27,1,1,0,25,1,0,0,6,2,1,2,1,2,2,2,1,2,1,2,0616002,0,5,20,10,40,0,0,4.44,3,42.88,42,10.6,8
POL,61600079,1,1,100,0,0,0,1,3,1,1,1,1,1,1,184,160,45,8,45,8,5,1,40,7,0,0,3,1,1,2,1,2,2,1,1,1,2,2,0616002,0,4,85,1,1,0,0,6.103448275862069,0,60.689655172413794,45,11.79310344827586,10
POL,61600080,1,1,100,0,0,0,2,2,1,1,1,1,1,1,30,32,33,1,33,1,3,1,30,0,0,0,2,2,1,2,1,2,2,2,1,2,1,1,0616001,0,10,33,3,0,0,0,6.722222222222222,5,54.333333333333336,44,9.166666666666666,9.5
POL,61600081,3,1,100,0,0,0,1,2,1,1,1,1,1,1,144,118,32,5,32,5,0,0,32,4,0,0,2,2,1,2,1,2,2,1,1,2,1,2,0616002,0,70,30,20,2,0,0,8.142857142857142,3,44.76190476190476,47,9.476190476190476,0
POL,61600082,1,1,100,0,0,0,2,3,1,1,1,1,1,1,112,99,18,7,18,7,1,0,17,7,0,0,3,1,1,2,1,1,1,1,1,2,1,1,0616002,0,76,96,8,24,0,0,3.75,2,47.0625,39.5,13.25,8
POL,61600083,2,1,100,0,0,0,2,2,1,1,1,1,1,1,90,76,18,2,18,2,0,0,18,2,0,0,2,2,1,1,1,2,2,2,1,1,1,2,0616002,0,50,100,70,25,0,0,6.4,4,52.2,47,9.05,10.5
POL,61600084,1,1,100,0,0,0,2,3,1,1,1,1,1,1,68,56,14,3,13,3,1,0,13,3,0,0,4,1,1,2,1,1,2,1,1,1,1,1,0616001,0,12,82,38,84,0,0,9.787878787878787,4,48.54545454545455,46,18.666666666666668,9
POL,61600085,1,1,90,5,3,2,2,3,1,1,1,1,1,2,77,73,13,8,13,8,1,1,12,7,0,0,1,2,1,1,1,1,2,1,1,2,1,2,0616002,0,100,100,25,35,0,0,6.555555555555555,4,47,44,11.333333333333334,12
POL,61600086,1,1,100,0,0,0,2,3,1,1,1,1,1,1,248,222,46,2,46,2,1,0,45,2,0,0,3,2,1,1,1,1,2,1,1,1,1,1,0616002,0,60,40,10,30,0,0,5.793103448275862,1,52.13793103448276,41,10.758620689655173,6
POL,61600087,3,1,100,0,0,0,1,1,1,1,1,1,1,1,622,591,96,3,96,3,2,0,96,3,1,0,5,2,1,1,1,2,2,2,1,1,1,1,0616002,1,70,25,100,20,0,0,6.214285714285714,6,53.035714285714285,47.5,10.535714285714286,4
POL,61600089,1,1,88,2,0,10,2,3,1,1,1,1,1,1,181,191,38,10,38,10,3,0,35,10,0,0,7,1,1,2,1,1,2,1,1,2,2,2,0616002,0,51,99,7,2,0,0,8,3,57.333333333333336,44.5,9.866666666666667,6
POL,61600090,1,1,100,0,0,0,2,3,1,1,1,1,1,1,148,146,44,7,NA,0,4,2,40,6,0,0,2,2,2,2,1,2,2,2,2,2,1,2,0616002,0,66,45,20,33,0,0,7.4,1.5,41,40,6.35,1.5
POL,61600091,2,1,97,0,0,3,1,1,1,1,1,1,1,1,162,193,39,1,38,1,1,0,37,1,1,0,4,1,1,2,1,2,2,1,1,1,1,2,0616002,0,15,23,4,1,0,0,7.066666666666666,4.5,53.7,47,11.233333333333333,8.5
POL,61600092,2,1,99,1,0,0,2,3,1,1,1,1,1,1,337,121,37,5,37,5,1,0,36,5,0,0,2,2,1,1,1,2,2,2,2,2,1,2,0616002,0,50,30,5,10,0,0,7.821428571428571,4,47.285714285714285,41.5,8.464285714285714,0
POL,61600093,1,1,100,0,0,0,2,2,1,1,1,1,1,1,105,99,16,7,16,7,0,0,16,7,0,0,3,2,1,2,1,1,1,1,1,1,1,1,0616002,0,70,80,30,30,0,0,5.555555555555555,4.5,56.05555555555556,48.5,9.77777777777778,6.5
POL,61600094,3,1,99,1,0,0,2,1,1,1,1,1,1,1,383,401,55,21,55,19,0,0,55,21,1,0,4,2,1,1,1,1,2,1,1,1,1,1,0616002,2,30,100,25,15,0,0,7.566666666666666,8.5,49.13333333333333,45,7.733333333333333,0
POL,61600095,4,1,97,1,1,1,2,1,1,1,1,1,1,1,165,184,36,4,36,4,0,1,36,2,0,1,4,1,1,1,1,2,2,1,1,1,1,1,0616001,0,97,100,3,6,0,0,6.757575757575758,0,56.75757575757576,46,14.303030303030305,12
POL,61600096,2,1,99,1,0,0,2,1,1,1,1,1,1,1,247,244,50,0,50,0,6,0,44,0,0,0,3,1,1,1,1,1,2,1,1,1,1,2,0616002,0,88,82,53,50,0,0,3.5555555555555554,0,52.48148148148148,47,13.77777777777778,7
POL,61600097,4,1,100,0,0,0,2,3,1,1,1,1,1,1,114,29,53,19,53,19,1,2,53,19,1,0,1,2,2,2,1,2,2,2,1,2,1,1,0616002,1,80,70,57,16,0,0,5.2727272727272725,3,47.42424242424242,42,10.666666666666666,7
POL,61600098,3,1,98,0,0,2,2,1,1,1,1,1,1,1,244,259,51,4,51,0,0,0,51,0,0,0,3,1,1,1,1,1,2,1,1,1,1,1,0616001,1,24,41,7,5,0,0,9.461538461538462,3,51.65384615384615,42.5,14.653846153846152,6
POL,61600099,2,1,98,2,0,0,2,3,1,1,1,1,1,1,52,57,22,0,22,0,0,0,22,0,0,0,2,1,2,2,1,2,2,1,1,2,1,2,0616002,0,20,53,30,50,0,0,5.5,0.5,64.84375,51,18.3125,11
POL,61600100,1,1,100,0,0,0,2,2,1,1,1,1,1,1,43,38,10,7,10,7,1,0,NA,1,0,0,3,1,1,2,1,1,2,1,1,1,1,1,0616002,0,90,90,30,20,0,0,12.833333333333334,3,53.1,45,13.766666666666667,4
POL,61600101,3,1,100,0,0,0,2,2,1,1,1,1,1,1,131,127,31,0,31,0,0,0,31,0,0,0,3,1,1,2,1,1,2,1,1,1,1,2,0616002,0,17,100,11,8,0,0,6.8,4,53.43333333333333,47,9.7,2.5
POL,61600102,2,1,100,0,0,0,2,3,1,1,1,1,1,1,410,400,74,7,NA,0,0,0,NA,0,0,0,4,1,1,1,1,1,2,2,1,1,2,2,0616001,0,43,74,16,10,0,0,6.52,3,46.6,46,14.8,10
POL,61600103,2,1,99,1,0,0,1,2,1,1,1,1,1,1,72,51,12,6,12,6,0,0,12,6,0,0,3,2,2,1,1,2,2,2,1,1,1,1,0616002,0,30,50,60,30,0,0,11.176470588235292,3.5,61.11764705882353,46.5,12.205882352941176,4.5
POL,61600104,1,1,99,1,0,0,1,2,1,1,1,1,1,1,44,58,13,2,NA,0,1,2,9,NA,0,0,1,2,1,2,1,1,2,1,1,2,1,2,0616002,0,10,30,15,20,0,0,9.333333333333334,2.5,89,68.5,9.833333333333334,7
POL,61600105,1,1,100,0,0,0,2,3,1,1,1,1,1,1,27,19,17,6,17,6,1,0,16,5,0,1,3,2,1,2,1,2,1,1,1,2,1,1,0616002,0,30,100,20,10,0,0,7.533333333333333,3,56.13333333333333,49,13.466666666666669,4
POL,61600106,1,1,98,1,1,0,2,3,1,1,1,1,1,1,69,69,10,0,10,0,0,0,10,0,0,0,3,2,1,1,1,1,1,2,1,1,1,2,0616002,0,75,75,25,30,0,0,6.766666666666667,0,48.36666666666667,45.5,12.666666666666666,8.5
POL,61600107,1,1,100,0,0,0,2,3,1,1,1,1,1,1,30,42,8,8,8,8,0,0,8,7,0,1,1,2,2,1,1,1,1,1,1,1,1,1,0616002,0,100,100,100,100,0,0,8.5,4.5,75.25,52,11,7
POL,61600108,2,1,99,1,0,0,2,1,1,1,1,1,1,1,318,295,52,9,52,9,0,1,52,8,0,0,3,1,1,2,1,1,2,1,1,1,1,1,0616001,0,10,70,1,2,0,0,5.96875,3.5,52.71875,46,10,8
POL,61600109,3,1,99,1,0,0,1,2,1,1,2,1,1,1,330,398,57,8,57,0,2,0,55,0,0,0,3,2,1,1,1,2,2,1,1,2,2,2,0616002,0,50,50,4,1,0,0,8.242424242424242,5,55.48484848484848,46,10.848484848484848,11
POL,61600110,1,1,98,1,1,0,2,2,1,1,1,1,1,1,142,126,34,0,34,0,1,0,33,0,0,0,5,1,1,2,1,1,2,1,1,1,1,2,0616002,2,60,25,40,50,0,0,8.095238095238095,5,57.714285714285715,45,10.19047619047619,3
POL,61600111,3,1,97,1,1,1,1,1,1,1,1,1,1,1,531,605,130,5,130,5,0,0,130,5,0,0,3,1,1,1,1,1,1,1,1,1,1,1,0616001,0,3,10,11,2,0,0,6.966666666666667,8,51,46.5,8.8,2.5
POL,61600112,1,2,40,60,0,0,1,1,1,1,1,1,1,1,12,5,0,20,0,18,0,2,0,18,0,0,1,1,1,2,1,2,2,2,1,1,1,2,0616002,0,35,100,0,30,0,0,10,14,59.333333333333336,50,9.333333333333334,0
POL,61600113,1,1,100,0,0,0,2,1,1,1,1,1,1,1,173,204,38,8,38,8,0,1,NA,1,0,0,2,1,1,2,1,1,2,1,1,1,1,1,0616002,0,67,35,83,7,0,0,7.967741935483871,4,46.774193548387096,46,8.290322580645162,1
POL,61600114,2,1,100,0,0,0,2,2,1,1,1,1,1,1,133,122,23,7,23,7,1,0,22,7,0,0,3,1,1,1,1,1,1,1,1,1,1,1,0616002,0,20,100,20,10,0,0,5.59375,3.5,46.75,42,8,4
POL,61600115,1,1,100,0,0,0,2,2,1,1,1,1,1,1,125,156,20,7,20,7,5,0,15,7,0,0,5,2,1,2,1,2,2,1,1,1,1,2,0616002,0,50,100,15,30,0,0,4.833333333333333,1.5,46.458333333333336,40.5,7.625,6
POL,61600116,2,1,100,0,0,0,2,3,1,1,1,1,1,1,63,72,14,7,14,7,0,1,14,6,0,0,1,1,1,2,1,2,2,2,2,2,1,1,0616001,0,100,100,35,10,0,0,5.111111111111111,6,81,50,13.77777777777778,1
POL,61600117,1,2,99,1,0,0,1,3,1,1,1,1,1,2,13,19,0,14,0,14,0,0,0,14,0,0,2,1,2,2,1,2,2,2,1,2,2,2,0616002,0,31,88,10,10,0,0,9.642857142857142,6,54.57142857142857,45.5,10.857142857142858,6
POL,61600118,4,1,99,1,0,0,1,3,1,1,1,1,1,1,211,321,36,7,36,7,0,0,36,7,0,0,4,2,2,2,1,1,2,2,1,1,2,1,0616001,0,78,25,20,50,0,0,2.6666666666666665,0,48,46,24,27
POL,61600119,1,1,95,5,0,0,1,3,1,1,1,1,1,1,394,342,71,4,71,4,7,0,71,4,0,0,3,1,1,2,1,2,2,1,1,2,1,2,0616001,0,77,84,16,5,0,0,5.586206896551724,0,43.51724137931034,44,12.10344827586207,8
POL,61600120,3,1,97,3,0,0,1,1,1,1,1,1,1,1,221,191,37,8,37,8,0,1,37,7,0,0,3,1,1,1,1,1,2,1,1,1,1,2,0616001,1,31,47,16,41,0,0,6.96875,6,51.9375,46,13.40625,9
POL,61600121,4,1,100,0,0,0,1,1,1,1,1,1,1,1,575,501,54,63,54,63,5,0,49,62,0,1,3,1,1,1,1,2,2,2,1,2,1,2,0616002,3,16,66,4,1,0,0,6,2.5,34.333333333333336,30,11.333333333333334,5.5
POL,61600122,5,1,95,5,0,0,1,1,1,1,1,1,1,1,345,307,68,7,68,7,1,0,66,7,1,0,3,1,2,2,1,1,2,1,1,1,1,2,0616002,3,28,58,13,2,0,0,9.916666666666666,5.5,55.083333333333336,47,9.791666666666666,1.5
POL,61600123,3,1,100,0,0,0,2,1,1,1,1,1,1,1,65,48,125,4,125,4,2,0,123,4,0,0,2,2,2,1,1,2,2,2,1,1,1,1,0616002,0,30,100,0,10,0,0,7.037037037037037,3,40,39,8.074074074074074,4
POL,61600124,1,1,100,0,0,0,2,3,1,1,1,1,1,1,118,77,21,5,21,5,0,0,21,5,0,0,3,1,1,1,1,2,2,1,1,1,1,1,0616002,0,2,91,15,4,0,0,5.076923076923077,5,46.38461538461539,46,9.846153846153848,14
POL,61600125,4,2,40,60,0,0,2,1,1,1,1,1,1,1,175,164,30,37,30,37,1,0,29,36,0,1,7,1,1,1,1,2,1,1,1,1,1,1,0616002,0,90,80,30,40,0,0,6.888888888888889,5,53.44444444444444,48,13.296296296296296,16
POL,61600126,2,1,100,0,0,0,2,3,1,1,1,1,1,1,45,41,72,0,72,0,5,0,67,0,1,0,3,1,2,2,1,1,1,2,1,2,1,2,0616001,0,100,100,100,100,0,0,7.777777777777778,6,47.74074074074074,43,9.22222222222222,0
POL,61600128,3,1,98,1,0,1,2,1,1,1,1,1,1,1,161,175,26,6,26,6,2,1,24,5,0,0,3,2,1,1,1,2,1,1,1,1,2,2,0616002,0,72,38,10,10,0,0,7.151515151515151,6,50.39393939393939,45,10.515151515151516,7
POL,61600129,1,1,100,0,0,0,2,3,1,1,1,1,1,1,180,168,34,5,34,5,0,0,33,5,1,0,2,1,2,1,1,2,2,2,1,1,1,2,0616001,0,50,100,10,20,0,0,5.724137931034483,2,40.827586206896555,41,8.862068965517242,6
POL,61600130,3,1,99,1,0,0,2,3,1,1,1,1,1,1,193,187,31,6,31,6,0,0,31,6,0,0,2,2,2,2,1,1,2,1,1,2,1,2,0616002,0,30,30,30,10,0,0,6.375,3.5,50.125,45.5,10.291666666666666,6.5
POL,61600131,5,1,100,0,0,0,2,1,1,1,1,1,1,1,101,123,22,7,22,7,1,0,21,7,0,0,4,2,1,1,1,2,1,1,1,1,1,2,0616002,0,40,100,15,30,0,0,12.25925925925926,7,67.07407407407408,49,16.51851851851852,11
POL,61600132,3,1,100,0,0,0,1,1,1,1,1,1,1,1,141,148,31,5,31,5,1,0,29,5,1,0,4,1,1,2,1,2,2,1,1,2,1,2,0616002,0,50,30,30,20,0,0,9.033333333333331,6.5,48.56666666666667,46.5,10.133333333333333,2
POL,61600133,3,2,60,39,1,0,2,1,2,1,1,1,1,1,41,36,24,18,NA,0,0,0,NA,0,0,0,2,1,1,2,1,2,2,1,1,1,2,1,0616001,0,25,40,20,20,0,0,9.5,13,64.16666666666667,51,10.166666666666666,0
