CNT,CNTSCHID,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC162Q01SA,SC011Q01TA,SC167Q01HA,SC167Q02HA,SC167Q03HA,SC167Q04HA,SC167Q05HA,SC167Q06HA,SC002Q01TA,SC002Q02TA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC003Q01TA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q12IA,SC053Q13IA,SC053Q09TA,SC053Q10TA,SC053Q14IA,SC053Q15IA,SC053Q16IA,SC053D11TA,SC164Q01HA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,avg_cog,med_cog,avg_math,med_math,avg_read,med_read,avg_science,med_science
CZE,20300258,2,1,99,0,0,1,NA,3,2,1,1,1,1,1,89,125,15,3,15,3,0,1,15,2,2,1,3,2,2,2,1,2,1,1,1,1,2,2,0203001,3,25,51,2,0,0,0,6.45,3,50.85,47.5,11.55,13
CZE,20300259,2,1,99,0,1,NA,2,3,1,1,1,1,1,1,188,194,24,NA,24,NA,1,NA,24,NA,0,NA,2,1,2,2,1,2,2,2,1,2,1,2,0203001,NA,23,18,58,10,0,0,7.6,1,43.86666666666667,43,9.666666666666666,7
CZE,20300260,2,1,92,0,1,7,2,1,1,1,1,1,1,1,354,66,57,1,57,1,2,0,32,1,0,1,2,2,2,2,1,2,2,2,1,1,1,1,0203001,5,50,41,50,0,0,0,6.8,4,43.4,37,6,5
CZE,20300261,4,1,100,NA,NA,NA,2,1,1,1,1,1,1,1,264,344,43,NA,43,NA,43,NA,43,NA,4,NA,4,1,1,1,1,1,1,1,1,1,1,1,0203001,NA,80,61,20,NA,0,0,7.34375,7.5,58.8125,47.5,12.09375,10
CZE,20300262,2,1,98,NA,1,1,2,3,1,1,1,1,1,1,314,344,38,10,35,6,1,3,35,6,2,1,3,1,2,1,1,1,1,1,1,1,1,1,0203001,0,67,96,27,41,0,0,8.12,1,45.72,42,12.16,10
CZE,20300263,2,1,99,NA,1,NA,1,2,2,1,1,1,1,1,125,202,28,4,28,4,1,0,27,4,6,0,4,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,0203001,0,40,40,23,2,0,0,8.407407407407407,10,56.148148148148145,49,11.962962962962964,12
CZE,20300264,3,1,95,1,1,3,2,1,2,1,1,1,1,2,234,210,23,2,22,0,0,0,22,0,0,0,2,1,NA,NA,1,1,NA,1,1,1,1,NA,0203001,8,40,60,5,2,0,0,5,2.5,42.666666666666664,42,6.5,2.5
CZE,20300265,3,1,100,0,0,0,2,1,1,1,1,1,1,1,186,162,21,1,21,1,0,1,20,1,0,0,4,1,1,2,2,2,2,2,2,1,1,1,0203002,0,30,75,1,10,0,0,3.8,1,53.733333333333334,39,9.266666666666667,9
CZE,20300266,5,1,100,0,0,0,1,1,1,1,1,1,1,1,65,84,6,18,6,18,6,18,6,18,1,5,3,1,2,1,2,2,2,2,1,1,1,2,0203001,0,95,30,98,11,0,0,6.9523809523809526,9,55.857142857142854,45,11.285714285714286,9
CZE,20300267,3,1,99,0,0,1,2,1,1,1,1,1,1,1,210,188,22,5,21,4,22,4,21,4,1,0,3,1,1,1,1,2,2,1,1,1,1,2,0203002,NA,50,70,2,1,0,0,9.064516129032258,3,38.83870967741935,39,9.67741935483871,8
CZE,20300268,4,1,100,NA,NA,NA,1,1,1,1,1,1,1,1,47,37,12,0,12,0,0,0,12,0,0,0,1,1,2,2,2,2,2,1,1,1,1,2,0203002,100,100,99,10,NA,0,0,5.666666666666667,7,2.3333333333333335,2,5,3
CZE,20300269,1,1,98,1,1,NA,2,1,2,1,1,1,1,1,64,48,12,1,12,1,0,0,12,1,0,0,2,2,2,1,1,2,2,2,1,1,1,1,0203002,NA,70,30,46,46,0,0,6.5,0,45.625,41.5,8.75,8
CZE,20300270,3,1,99,0,1,0,NA,1,2,1,1,1,1,1,381,518,69,5,69,5,0,0,69,5,9,0,4,1,2,1,1,1,1,1,1,1,2,2,0203001,NA,80,5,2,1,0,0,8.575757575757576,8,52.96969696969697,49,12.424242424242424,12
CZE,20300271,NA,NA,99,NA,NA,1,2,1,1,1,1,1,2,1,131,85,40,1,40,1,4,NA,18,1,1,NA,1,2,2,2,1,2,2,1,1,1,2,2,0203001,12,30,64,1,41,0,0,4,3,3.727272727272727,3,4.7272727272727275,4
CZE,20300272,2,1,99,1,0,0,1,1,1,1,1,1,1,1,366,362,42,5,NA,1,NA,2,42,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,0203002,0,10,90,10,1,0,0,5.2631578947368425,3,39.1578947368421,39,9.578947368421051,6
CZE,20300273,4,1,97,1,0,2,2,1,1,1,1,1,1,1,387,312,33,13,33,11,0,1,30,9,3,3,3,2,2,1,2,1,2,2,1,2,2,2,0203001,0,75,50,5,0,0,0,8.357142857142858,6.5,50.642857142857146,44,12.285714285714286,4
CZE,20300274,1,1,40,30,15,15,NA,1,2,2,1,1,1,1,105,91,14,1,14,1,0,0,14,1,0,0,3,1,2,2,2,1,2,1,1,2,1,2,0203002,NA,91,30,15,20,0,0,3.75,0,42.375,44,12.625,15
CZE,20300275,3,1,100,0,0,0,2,1,1,1,1,1,1,1,219,233,23,6,2,1,1,1,22,5,0,0,3,2,2,1,1,2,2,1,1,1,1,2,0203002,NA,5,15,NA,NA,0,0,8.214285714285714,2,53.285714285714285,43.5,7.285714285714286,3.5
CZE,20300276,3,1,100,0,0,0,NA,2,1,1,1,1,1,1,244,298,34,12,34,12,0,0,34,12,1,0,4,1,2,1,1,2,1,1,2,1,2,2,0203002,4,3,2,3,NA,0,0,8.242424242424242,6,54.96969696969697,48,13.393939393939394,10
CZE,20300277,2,1,99,0,1,0,2,3,2,1,2,1,1,1,234,212,23,1,23,0,0,0,23,0,1,0,2,2,NA,1,1,2,2,1,2,1,1,2,0203002,NA,90,5,5,NA,0,0,9.6875,4,60.1875,50.5,10.0625,1.5
CZE,20300278,3,1,99,0,1,0,1,1,1,2,2,1,1,1,235,474,57,12,57,12,0,0,57,12,7,0,4,2,2,1,2,2,1,2,2,1,1,1,0203001,3,20,30,1,0,0,0,5.384615384615385,1,52.26923076923077,46.5,15.23076923076923,12
CZE,20300279,3,1,100,NA,NA,NA,1,1,1,1,2,1,1,1,192,102,33,8,33,8,2,0,26,6,1,0,3,1,2,2,1,2,2,1,1,1,1,2,0203001,8,16,28,50,NA,0,0,12,12,37.5,37.5,23.5,23.5
CZE,20300280,2,1,100,0,0,0,1,1,1,1,1,1,1,1,71,251,32,19,32,19,2,1,20,12,2,2,2,1,2,1,1,2,2,1,1,1,1,2,0203001,3,60,70,10,5,0,0,8.571428571428571,3.5,44.214285714285715,43.5,10.428571428571429,12.5
CZE,20300281,1,1,100,0,0,0,2,3,1,1,1,1,1,1,87,64,12,1,11,1,0,0,11,1,1,0,1,2,2,2,2,2,2,2,1,2,1,1,0203002,0,42,51,10,12,0,0,2.3333333333333335,0.5,49.333333333333336,44.5,7.166666666666667,4.5
CZE,20300282,3,1,100,NA,NA,NA,1,2,1,1,2,2,2,2,390,615,77,29,NA,NA,1,2,NA,NA,2,1,3,2,2,1,1,2,2,2,1,1,2,1,0203001,NA,47,40,78,NA,0,0,6.833333333333333,1.5,46.55555555555556,44.5,11.444444444444445,9.5
CZE,20300283,3,1,100,NA,NA,NA,NA,1,2,1,1,1,1,1,143,231,24,11,24,11,NA,NA,22,10,2,1,5,1,1,1,1,2,2,2,1,1,1,1,0203001,NA,10,10,2,NA,0,0,6.3,8,50.8,45.5,12.65,12.5
CZE,20300284,2,1,NA,NA,NA,NA,1,1,2,1,1,1,1,1,428,53,40,5,40,5,40,5,20,5,3,1,4,2,2,2,1,1,2,NA,1,1,2,2,0203001,1,2,23,NA,NA,0,0,6.266666666666667,1,55.03333333333333,38,12.933333333333334,3
CZE,20300285,2,1,100,0,0,0,2,2,1,1,1,1,1,1,188,156,25,4,NA,0,0,0,NA,0,1,0,2,2,2,1,1,2,1,2,1,2,2,1,0203002,2,26,21,5,5,0,0,5.166666666666667,5,48.833333333333336,40,5.916666666666667,3
CZE,20300286,4,1,100,0,0,0,1,3,1,1,1,1,1,1,380,394,46,NA,46,NA,0,NA,46,NA,4,NA,3,2,2,2,2,1,1,2,1,1,1,2,0203002,NA,30,52,2,NA,0,0,11.827586206896552,2,57.689655172413794,44,11.137931034482758,10
CZE,20300287,3,1,70,0,15,15,1,1,1,1,1,1,1,1,181,324,39,4,39,4,39,4,39,4,6,0,4,1,2,1,1,1,1,2,1,1,2,1,0203001,0,75,100,100,5,0,0,9.441176470588236,7.5,57.38235294117647,49,9.235294117647058,10
CZE,20300288,2,2,70,20,1,9,1,1,1,1,1,1,1,1,120,87,5,13,5,12,0,0,5,13,0,0,4,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,0203001,NA,NA,80,NA,NA,0,0,8.133333333333333,7,52.733333333333334,45,11.4,9
CZE,20300289,2,1,100,0,0,0,1,1,1,1,1,1,1,1,133,131,18,14,18,13,0,0,18,13,0,0,4,2,2,2,1,2,2,2,2,1,1,2,0203002,1,30,10,5,NA,0,0,5.714285714285714,4,54.42857142857143,44,11.428571428571429,7
CZE,20300290,4,2,99,0,1,0,1,1,2,2,1,1,1,2,250,278,29,5,29,5,0,1,29,4,2,0,3,1,1,2,1,2,2,2,2,1,1,2,0203001,0,73,1,2,1,0,0,7.538461538461538,6,44.46153846153846,42,16.23076923076923,10
CZE,20300291,3,1,100,0,0,0,NA,2,1,1,1,1,1,1,244,298,34,12,34,12,0,0,34,12,1,0,4,1,2,1,1,2,1,1,2,1,2,2,0203002,4,3,2,3,NA,0,0,7.5588235294117645,6.5,53.411764705882355,47,12.382352941176473,14.5
CZE,20300292,2,1,100,NA,NA,NA,1,2,1,1,1,1,1,1,98,86,15,3,15,3,0,0,15,3,0,0,3,2,2,2,1,2,2,2,2,1,1,1,0203002,20,80,10,10,NA,0,0,7.368421052631579,6,59.73684210526316,44,13.31578947368421,14
CZE,20300293,3,1,97,1,0,2,2,1,2,2,1,1,1,2,451,33,63,6,55,6,7,0,21,6,1,0,2,1,2,2,2,2,1,2,1,1,1,2,0203001,6,10,50,5,1,0,0,8.153846153846153,0,71.46153846153847,51.5,13.692307692307692,6
CZE,20300294,2,1,100,NA,NA,NA,2,1,2,1,1,1,1,1,343,369,36,5,36,5,1,0,33,5,1,0,3,1,NA,1,NA,NA,NA,1,1,1,1,NA,9999999,NA,18,34,1,NA,0,0,7.580645161290323,2,71.41935483870968,49,16.096774193548388,4
CZE,20300295,2,1,98,0,2,0,1,1,2,1,2,1,1,1,114,168,21,3,21,3,21,3,21,3,3,0,2,1,2,1,2,2,1,1,1,2,1,2,0203001,2,20,10,5,NA,0,0,7.947368421052632,10,58.31578947368421,48,10.052631578947368,0
CZE,20300296,3,2,95,0,5,0,1,1,2,1,1,1,1,1,22,115,10,9,10,8,0,1,10,6,1,1,2,1,1,2,1,2,2,2,1,2,NA,2,0203002,35,30,40,15,NA,0,0,10.6,12,48.8,50,12,0
CZE,20300297,3,1,100,0,0,0,2,1,1,1,1,1,1,1,149,578,41,34,40,29,4,5,22,12,3,1,3,NA,1,1,2,2,2,2,1,1,2,2,0203001,11,10,30,NA,NA,0,0,5.862068965517241,4,46.72413793103448,39,9.689655172413794,6
CZE,20300298,3,1,94,5,1,0,NA,1,1,1,1,1,1,1,264,252,30,6,28,5,0,1,27,5,0,0,3,2,2,2,1,2,1,2,1,2,2,2,0203002,0,70,58,0,92,0,0,8.2,1.5,51.5,38.5,9.9,9.5
CZE,20300299,2,1,60,5,5,30,2,1,1,2,2,1,1,1,340,92,43,12,43,12,4,1,39,7,0,1,3,2,2,1,1,2,2,2,1,1,1,1,0203001,15,7,70,3,NA,0,0,10,3.5,63.5,39.5,13.25,12.5
CZE,20300300,1,1,98,1,1,0,2,3,1,1,1,1,1,1,157,168,19,0,19,0,0,0,18,0,1,0,3,1,2,2,1,2,2,1,1,1,1,2,0203002,0,90,4,6,1,0,0,10.5,2,44.166666666666664,41,12,6
CZE,20300301,4,1,100,0,0,0,1,1,2,2,1,1,1,1,404,213,48,3,48,3,0,0,41,3,7,0,5,1,2,1,2,1,2,2,1,1,1,2,0203001,0,75,20,5,0,0,0,8.647058823529411,10,54.705882352941174,45.5,12.411764705882351,8
CZE,20300302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9999999,NA,NA,NA,NA,NA,0,0,5.9714285714285715,4,50.6,45,10.914285714285716,10
CZE,20300303,3,2,92,6,1,1,1,1,1,1,1,1,1,1,90,146,29,NA,23,6,0,NA,29,NA,2,NA,4,1,1,1,1,1,1,1,1,1,1,1,0203001,NA,20,80,5,NA,0,0,7.451612903225806,6,47.67741935483871,45,10.483870967741936,8
CZE,20300304,3,1,99,1,NA,NA,2,1,2,1,2,1,1,1,43,89,17,8,17,8,1,0,14,7,2,1,2,2,2,1,1,1,2,1,1,1,2,2,0203001,25,20,2,1,1,0,0,11.117647058823527,4,58,48,9.705882352941176,5
CZE,20300305,4,1,100,NA,NA,NA,1,1,1,1,1,1,1,1,265,476,57,8,NA,NA,NA,NA,NA,NA,4,NA,2,1,2,1,1,1,1,1,1,1,1,1,0203001,NA,70,6,2,NA,0,0,7.303030303030303,6,55.54545454545455,50,12.090909090909092,12
CZE,20300306,4,2,97,NA,1,2,2,1,1,1,1,1,1,1,212,302,25,18,25,18,0,0,24,17,1,1,5,1,1,2,1,2,2,2,2,1,2,2,0203001,0,25,15,1,0,0,0,6.758620689655173,6,58.27586206896552,51,12.586206896551724,14
CZE,20300307,5,1,90,5,2,3,2,1,1,1,1,1,1,1,7,7,3,NA,3,NA,0,NA,3,NA,0,NA,1,2,1,2,1,2,1,1,1,2,1,2,0203001,NA,60,89,NA,NA,0,0,8.75,2.5,53,53,16,7
CZE,20300308,1,1,88,0,2,10,2,1,1,1,1,1,1,1,52,58,8,4,8,3,1,0,7,3,0,0,1,1,2,2,1,2,2,1,1,1,1,2,0203001,0,5,25,12,6,0,0,10,4.5,34,33.5,13.25,3.5
CZE,20300309,5,1,90,NA,10,NA,2,2,2,1,1,1,1,1,282,300,30,7,30,7,NA,NA,28,6,2,1,3,2,2,1,2,2,2,2,1,1,1,2,0203002,NA,10,80,7,NA,0,0,6.68,5,52.28,46,12.16,10
CZE,20300310,2,1,100,0,0,0,1,1,1,2,1,1,1,1,133,151,33,15,33,15,3,1,26,14,1,0,2,2,2,2,2,2,2,2,1,2,1,2,0203002,17,11,46,5,NA,0,0,11.125,12,40.125,32.5,5,0
CZE,20300311,3,1,100,0,0,0,1,2,1,1,1,1,1,1,252,214,42,2,42,2,2,0,29,0,1,0,3,2,2,2,1,1,2,1,1,1,1,1,0203002,8,40,95,2,5,0,0,8.35483870967742,0,46.45161290322581,39,8.516129032258064,5
CZE,20300312,4,1,100,NA,NA,NA,1,1,2,1,1,1,1,1,71,501,61,3,60,3,1,1,60,0,4,2,3,1,2,1,1,1,2,1,1,1,1,1,0203002,15,10,60,10,5,0,0,6.03125,3.5,45.09375,43.5,9.21875,7
CZE,20300313,4,1,100,0,0,0,1,1,1,1,1,1,1,1,223,440,49,9,49,9,49,9,49,9,2,0,4,1,2,1,1,1,1,1,1,1,1,1,0203001,NA,64,100,32,32,0,0,10.821428571428571,9.5,72.39285714285714,53.5,20.178571428571427,0
CZE,20300314,3,1,100,0,0,0,1,1,1,1,1,1,1,1,58,78,16,9,16,8,0,1,14,7,2,0,4,2,1,1,1,2,1,2,1,1,1,1,0203001,3,25,75,5,1,0,0,8.5,7,77,57.5,12.5,8
CZE,20300315,4,1,100,NA,NA,NA,2,2,1,1,1,1,1,1,197,171,23,1,22,1,0,0,22,1,1,NA,4,1,2,1,2,2,2,1,1,1,1,2,0203002,NA,10,20,2,NA,0,0,5.533333333333333,3,43.53333333333333,40,7.6,7
CZE,20300316,1,1,90,10,0,0,NA,1,2,1,1,1,1,1,91,73,12,0,12,0,2,0,10,0,0,0,1,2,2,1,2,2,2,1,1,1,1,2,0203002,NA,80,50,10,5,0,0,14.375,2.5,43,47,8.375,9.5
CZE,20300317,1,1,98,2,0,0,2,3,2,2,1,1,1,1,45,69,8,4,NA,3,0,0,7,0,0,0,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,9999999,NA,5,40,NA,NA,0,0,2.4444444444444446,0,37.888888888888886,39,7.666666666666667,6
CZE,20300318,3,1,100,NA,NA,NA,NA,1,1,1,1,1,1,1,150,179,19,11,19,10,0,1,19,10,6,0,3,1,2,1,1,2,2,2,1,1,1,2,0203001,0,8,50,5,3,0,0,5.7368421052631575,4,58.68421052631579,44,14.36842105263158,13
CZE,20300319,2,1,100,0,0,0,1,1,2,1,1,1,1,1,166,291,42,13,42,13,2,0,40,13,2,1,4,1,1,1,1,2,2,1,1,1,1,2,0203001,13,25,9,2,93,0,0,6.388888888888889,0,58,49,12,15
CZE,20300320,3,1,100,0,0,0,1,2,1,1,1,1,1,1,272,339,43,4,43,4,0,0,43,4,6,0,4,2,1,1,1,2,1,2,2,1,1,2,0203002,NA,25,45,3,NA,0,0,7.53125,8,50.875,47,12.53125,4
CZE,20300321,2,1,100,NA,NA,NA,1,1,1,1,1,1,1,1,138,176,22,9,22,9,22,7,22,6,4,0,4,2,1,1,1,2,2,2,1,1,1,1,0203001,1,10,50,5,NA,0,0,9.758620689655173,7,66.06896551724138,49,13.89655172413793,5
CZE,20300322,4,1,97,3,0,0,1,1,1,1,1,1,1,1,260,274,28,7,0,3,0,0,20,4,1,0,2,1,2,1,1,1,2,1,1,1,2,2,0203002,0,87,41,2,12,0,0,18.642857142857142,4,73,38.5,8.785714285714286,9.5
CZE,20300323,2,1,80,20,0,0,1,3,1,1,1,1,1,1,123,111,14,5,13,5,0,0,12,5,1,0,2,1,2,2,1,2,1,1,1,1,1,1,0203002,0,30,70,10,15,0,0,9.636363636363637,6,50.63636363636363,51,14.636363636363637,9
CZE,20300324,2,1,100,0,0,0,1,1,1,1,1,1,1,1,285,149,26,9,26,9,0,2,24,2,1,0,3,2,2,2,1,1,1,1,1,1,1,1,0203002,14,60,80,5,0,0,0,4.6,0,55.8,35,20,8
CZE,20300325,5,1,90,10,NA,NA,1,1,1,1,1,1,1,1,287,300,29,35,29,34,29,35,29,34,8,6,4,1,1,1,1,1,1,1,1,1,2,1,0203001,1,29,28,5,95,0,0,9.125,9.5,59.90625,49.5,14.375,5
CZE,20300326,2,1,100,0,0,0,2,3,2,1,1,1,1,1,407,394,50,5,50,5,0,0,50,5,3,1,3,1,1,2,1,2,2,1,1,1,1,1,0203002,NA,15,40,2,2,0,0,9.615384615384617,4,55.30769230769231,42,11.461538461538462,9.5
CZE,20300327,2,1,100,0,0,0,NA,1,1,1,1,1,1,1,119,174,18,9,18,9,0,0,18,9,2,1,4,1,2,2,1,2,1,1,1,1,1,1,0203001,NA,73,9,3,NA,0,0,6.1923076923076925,5.5,53.76923076923077,49.5,10.961538461538462,10
CZE,20300328,2,1,100,NA,NA,NA,1,1,2,2,2,1,1,1,312,65,39,15,39,15,1,0,27,13,1,0,4,2,2,2,1,1,2,2,1,1,1,1,0203001,16,15,50,1,NA,0,0,5.25,3,43.666666666666664,40.5,20.666666666666668,2
CZE,20300329,2,1,98,2,0,0,2,3,1,1,1,1,1,1,329,316,32,11,28,11,2,0,26,0,2,0,2,1,2,1,1,2,2,2,1,1,1,1,0203002,NA,61,98,17,95,0,0,6.666666666666667,5,45.44444444444444,41,11.11111111111111,14
CZE,20300330,2,1,100,0,0,0,1,1,1,1,1,1,1,1,155,143,22,0,22,0,22,0,21,0,0,0,4,1,2,1,1,1,2,2,1,1,1,1,0203001,0,10,80,10,2,0,0,9.307692307692308,10,57.53846153846154,51,11.23076923076923,13
CZE,20300331,4,1,100,0,0,0,1,1,1,1,1,1,1,1,104,255,24,9,24,9,1,0,23,9,5,0,5,1,2,2,2,2,2,2,2,1,2,2,0203001,1,NA,15,2,NA,0,0,8.233333333333333,5.5,55.8,48,13.333333333333334,2.5
CZE,20300332,5,1,99,0,0,1,1,1,1,1,1,1,1,1,310,274,42,36,42,30,42,32,42,28,10,4,4,1,1,1,1,2,1,1,1,1,1,1,0203001,NA,15,30,5,NA,0,0,8.82857142857143,8,67.2,51,16.057142857142857,14
CZE,20300333,3,1,99,NA,1,NA,1,2,1,1,1,1,1,1,240,295,33,13,33,13,0,0,33,13,3,0,4,1,1,2,1,2,1,2,1,1,2,1,0203001,NA,10,7,4,NA,0,0,8.21875,10,63.5625,54,13.09375,3.5
HUN,34800001,3,1,100,0,0,0,NA,1,2,2,2,2,1,2,414,121,66,2,NA,NA,35,1,31,1,0,0,3,2,2,2,1,2,2,2,1,1,1,1,0348002,3,2,2,NA,NA,0,0,5.222222222222222,0,54.592592592592595,37,11.037037037037036,11
HUN,34800002,4,1,100,NA,NA,NA,1,1,1,1,1,1,1,1,145,219,27,5,NA,NA,23,0,18,0,0,0,2,2,2,2,1,2,2,2,1,1,2,2,0348002,8,25,15,15,NA,0,0,8.647058823529411,6.5,48.94117647058823,39.5,8.352941176470589,5.5
HUN,34800003,3,1,100,0,0,0,1,3,1,1,1,1,1,1,79,135,48,1,NA,NA,9,0,33,0,8,0,3,2,2,2,2,2,2,2,1,1,1,2,0348002,3,18,30,0,0,0,0,6.588235294117647,3,52.411764705882355,40.5,11.588235294117649,10
HUN,34800004,3,1,100,NA,NA,NA,1,1,1,1,1,1,1,1,170,345,42,5,NA,NA,0,1,42,4,9,0,4,1,1,2,1,2,1,1,1,1,1,1,0348002,1,60,15,2,1,0,0,5.4411764705882355,4.5,49.44117647058823,44,14.970588235294118,16
HUN,34800005,3,2,95,0,0,5,2,1,1,1,2,1,1,1,399,531,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,1,1,1,2,2,1,1,2,1,2,0348002,0,20,40,6,10,0,0,6.2727272727272725,7,58.48484848484848,44,12.424242424242424,9
HUN,34800006,2,1,95,NA,5,NA,2,2,1,1,2,1,1,1,107,99,22,NA,NA,NA,19,NA,3,NA,0,NA,1,2,2,2,2,2,2,2,1,2,1,2,0348002,0,60,40,100,77,0,0,11.5,11.5,44,44,8.5,8.5
HUN,34800007,2,1,93,0,0,7,1,2,1,1,1,1,1,1,52,99,39,6,NA,NA,3,1,35,5,1,0,4,1,1,1,1,2,2,2,1,1,1,1,0348002,4,70,57,22,90,0,0,6.636363636363637,5,46.90909090909091,41,11.909090909090908,11
HUN,34800008,5,2,60,0,0,40,NA,3,1,1,1,1,1,1,264,137,40,15,NA,NA,38,15,38,15,3,0,4,1,1,2,2,2,2,1,1,1,2,2,9999999,1,40,10,5,NA,0,0,8.59375,5,56.375,45,11.90625,12.5
HUN,34800009,3,2,90,0,7,3,2,1,2,2,2,2,1,2,NA,NA,29,1,NA,NA,2,1,23,0,4,0,5,1,1,2,1,2,2,1,1,2,2,2,0348002,0,70,15,50,5,0,0,6.03125,2,40.34375,40,9.3125,9.5
HUN,34800011,1,1,90,0,10,0,1,2,1,1,2,1,1,2,58,51,12,5,NA,NA,9,3,3,2,0,0,2,2,2,2,2,2,2,1,1,1,2,1,0348002,0,99,99,0,74,0,0,13.333333333333334,0,57.666666666666664,60,21,23
HUN,34800012,5,1,100,NA,NA,NA,NA,3,1,1,1,1,1,1,181,247,41,1,NA,NA,32,0,9,1,0,0,2,1,1,1,1,1,2,1,1,1,1,2,0348002,0,70,40,41,74,0,0,3,4,67.66666666666667,36,6,0
HUN,34800013,1,1,100,0,0,0,1,1,2,1,1,1,1,1,121,100,25,NA,NA,NA,18,NA,7,NA,0,NA,2,2,2,2,1,2,2,1,1,2,1,2,0348002,0,63,25,6,0,0,0,7.666666666666667,0,33.666666666666664,35,13,15
HUN,34800014,5,1,95,0,1,4,1,1,1,1,1,1,1,1,420,535,67,9,NA,NA,1,0,66,9,22,0,5,1,1,1,1,1,2,1,1,1,2,2,0348002,1,5,15,1,1,0,0,6.84375,6.5,45.34375,44,11.9375,11
HUN,34800016,3,1,100,0,0,0,1,1,1,1,1,1,1,1,456,404,77,NA,NA,NA,77,NA,11,NA,0,NA,9,1,1,2,2,2,2,1,1,1,1,2,0348002,0,5,3,NA,19,0,0,9.266666666666667,0,55.06666666666667,38,17.733333333333334,11
HUN,34800017,4,1,94,NA,1,5,1,2,2,1,1,1,1,1,460,423,66,2,NA,NA,6,NA,60,NA,1,NA,3,1,2,1,1,2,2,2,1,1,1,1,0348001,1,14,22,1,5,0,0,6.5,8,42.6875,41.5,10.25,2.5
HUN,34800018,2,1,100,0,0,0,2,1,1,1,1,1,1,1,154,106,29,NA,NA,NA,23,NA,6,NA,NA,NA,6,1,2,2,2,2,2,1,1,1,1,1,0348002,NA,80,69,8,96,0,0,6,2,34,33,5,0
HUN,34800019,1,1,100,0,0,0,1,1,1,1,1,1,1,1,75,77,19,1,NA,NA,19,1,7,1,0,0,3,1,2,2,2,1,1,1,1,2,1,1,0348002,NA,71,71,50,60,0,0,38,38,30.5,30.5,8.5,8.5
HUN,34800020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9999999,NA,NA,NA,NA,NA,0,0,4,3,57.333333333333336,42,10.333333333333334,11
HUN,34800021,3,2,93,0,7,NA,1,1,1,1,1,1,1,1,140,160,32,2,NA,NA,22,1,10,1,0,0,2,1,2,1,1,2,2,2,1,2,1,1,0348002,NA,100,50,25,25,0,0,3.25,2.5,49.5,47,12.5,9.5
HUN,34800022,1,1,100,0,0,0,1,1,2,1,2,1,1,2,75,59,13,2,NA,NA,11,1,2,1,NA,NA,3,1,2,1,2,2,2,1,2,2,2,2,0348002,0,5,5,0,60,0,0,26.333333333333332,6.5,44.5,46,25.333333333333332,15.5
HUN,34800023,3,1,100,0,0,0,NA,3,1,1,1,1,1,1,150,143,22,1,NA,NA,1,0,21,1,0,0,9,2,2,2,1,2,2,2,1,2,1,1,0348002,NA,63,40,20,10,0,0,5.628571428571429,5,47.285714285714285,43,13.457142857142856,9
HUN,34800024,5,2,92,0,8,0,1,1,1,1,1,1,1,1,102,121,19,3,NA,NA,12,2,7,2,2,NA,4,1,1,2,2,2,2,1,1,2,1,1,0348002,NA,100,50,42,42,0,0,3,3,84.5,84.5,39.5,39.5
HUN,34800025,4,2,81,0,19,0,1,2,1,1,1,1,1,1,NA,NA,11,5,NA,NA,0,0,11,5,0,0,5,2,2,2,1,2,2,2,1,1,1,2,0348002,2,60,40,16,NA,0,0,15.8125,5.5,59.6875,40,10,5.5
HUN,34800026,5,2,NA,NA,NA,NA,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,2,2,1,2,2,2,0348002,0,65,41,3,100,0,0,8.7,5,55.4,46,13.3,6
HUN,34800027,4,1,100,0,0,0,NA,3,2,2,2,1,1,2,135,764,67,2,NA,NA,17,0,50,2,0,0,9,1,1,1,1,2,2,2,1,1,1,2,0348002,0,5,10,10,0,0,0,6.0606060606060606,2,40.84848484848485,40,12.303030303030305,9
HUN,34800028,4,1,100,0,0,0,2,2,2,2,2,1,1,1,118,101,121,3,NA,NA,121,3,117,3,17,0,9,2,2,1,1,2,2,1,1,1,1,2,0348001,9,60,18,97,12,0,0,6.40625,1.5,45.9375,37.5,12.0625,12
