CNT,CNTSCHID,bol_location,bol_extra_acts,bol_competition,bol_career_guidance,funding,students_male,students_female,teachers_ft,teachers_pt,total_students,total_teachers,ratio_f2m,ratio_ft2pt,ratio_s2t,ap_parental_eng,dropout_rate,avg_cog,avg_math,avg_read,avg_science
CZE,20300070,1,1,0,1,1,3.258096538021482,2.995732273553991,1.791759469228055,1.0986122886681098,3.828641396489095,2.1972245773362196,-0.262364264467491,0.6931471805599453,1.6314168191528755,NA,NA,NA,1.9459101490553132,2.681021528714291,1.4350845252893227
CZE,20300071,0,1,1,0,1,5.0689042022202315,5.170483995038151,2.772588722239781,1.0986122886681098,5.814130531825066,2.9444389791664403,0.10157979281792023,1.6739764335716716,2.869691552658626,-0.9480394301887354,NA,NA,2.151762203259462,4.196700568859629,2.70805020110221
CZE,20300072,0,1,1,1,1,6.025865973825314,6.35088571671474,4.276666119016055,2.6390573296152584,6.894670039433482,4.454347296253507,0.32501974288942515,1.6376087894007967,2.4403227431799737,-1.297063227391948,NA,NA,2.092289684157685,4.080455450061433,2.548906232620961
CZE,20300073,0,1,1,1,0.92,4.912654885736052,6.045005314036012,3.6375861597263857,2.5649493574615367,6.324358962381311,3.9318256327243257,1.13235042829996,1.072636802264849,2.392533329656985,-1.8018098050815563,-2.120263536200091,NA,1.9459101490553132,3.8558053254299174,2.289162072661905
CZE,20300074,1,1,0,1,0.99,5.375278407684165,5.537334267018537,3.091042453358316,1.6094379124341003,6.152732694704104,3.295836866004329,0.1620558593343715,1.4816045409242156,2.856895828699775,-1.3567355588783463,NA,NA,1.6519975268528964,3.790100981181318,2.2626684855886032
CZE,20300075,0,1,0,1,1,6.1070228877422545,6.129050210060545,3.9512437185814275,0.6931471805599453,6.811244378601294,3.9889840465642745,0.02202732231829091,3.258096538021482,2.8222603320370188,-1.584745299843729,-4.605170185988091,NA,1.8123787564307907,3.873152231039153,2.211017899468555
CZE,20300076,1,1,1,1,1,4.812184355372417,5.308267697401205,3.1780538303479458,1.791759469228055,5.783825182329737,3.4011973816621555,0.4960833420287873,1.3862943611198906,2.3826278006675823,-1.3470736479666092,-3.912023005428146,NA,1.9459101490553132,3.856510295497887,2.2925347571405443
CZE,20300077,1,1,1,1,1,4.68213122712422,4.795790545596741,3.332204510175204,1.9459101490553132,5.43372200355424,3.5553480614894135,0.11365931847252148,1.3862943611198906,1.878373942064826,-1.2611312181658847,-2.5257286443082556,NA,2.1559816188021705,3.9634072047746245,2.488687372627906
CZE,20300078,0,1,1,1,1,5.303304908059076,5.53338948872752,3.5553480614894135,2.1972245773362196,6.118097198041348,3.784189633918261,0.23008458066844442,1.3581234841531944,2.333907564123087,-1.6607312068216509,-4.605170185988091,NA,2.47009156400286,4.485989114711633,2.6802154021087663
CZE,20300079,0,1,1,0,0.99,5.2574953720277815,5.568344503761097,3.1780538303479458,1.0986122886681098,6.118097198041348,3.295836866004329,0.31084913173331524,2.0794415416798357,2.8222603320370188,0,NA,NA,2.235143812198513,4.126432876773602,2.657519392454994
CZE,20300080,1,1,1,0,0.95,5.117993812416755,5.25227342804663,3.1780538303479458,0,5.8805329864007,3.2188758248682006,0.13427961562987478,3.1780538303479458,2.6616571615324998,-1.6964492894237302,-3.912023005428146,NA,1.6236225474260568,3.9148760744105524,2.586689344097943
CZE,20300081,0,1,1,1,0.95,6.073044534100405,5.921578419643816,4.23410650459726,2.1972245773362196,6.693323668269949,4.356708826689592,-0.15146611445658933,2.03688192726104,2.336614841580357,-1.0498221244986778,-1.5141277326297755,NA,1.7812881693607596,3.8066624897703196,2.186753277468924
CZE,20300082,0,1,1,0,0.91,5.666426688112432,5.602118820879701,3.4657359027997265,2.1972245773362196,6.327936783729195,3.713572066704308,-0.06430786723273121,1.2685113254635072,2.614364717024887,-0.6023928172914812,NA,NA,1.8887517352153647,3.8583877895955143,2.547707551027031
CZE,20300083,0,1,1,1,0.75,4.820281565605037,5.147494476813453,3.044522437723423,2.0794415416798357,5.69035945432406,3.367295829986474,0.3272129112084162,0.965080896043587,2.3230636243375864,-1.2039728043259361,-2.995732273553991,NA,1.9070703157390494,3.798480964029017,2.2155737160044158
CZE,20300084,0,1,1,1,0.7,4.356708826689592,3.9889840465642745,2.302585092994046,2.4849066497880004,4.882801922586371,3.091042453358316,-0.3677247801253174,-0.1823215567939546,1.791759469228055,-0.5978370007556204,NA,NA,2.6390573296152584,3.8259203063747345,2.4849066497880004
CZE,20300085,0,1,1,1,1,5.560681631015528,5.916202062607435,3.7376696182833684,3.1780538303479458,6.447305862541213,4.189654742026425,0.35552043159190744,0.5596157879354227,2.2576511205147876,-1.5970153924355432,NA,NA,2.0128807751614968,3.9844846014030444,2.41699544417179
CZE,20300086,1,1,1,1,0.99,5.0369526024136295,5.4680601411351315,3.332204510175204,2.5649493574615367,5.968707559985366,3.713572066704308,0.431107538721502,0.7672551527136672,2.255135493281058,-1.59290861048289,NA,NA,1.791759469228055,4.030974948289511,2.8485746292177034
CZE,20300087,0,1,0,1,0.99,5.493061443340548,5.43372200355424,3.295836866004329,NA,6.156978985585555,3.295836866004329,-0.05933943978630877,NA,2.8611421195812263,-1.2378743560016174,-3.912023005428146,NA,2.337676412805316,4.200954297280359,2.594721515795207
CZE,20300088,0,1,1,0,0.95,5.480638923341991,5.442417710521793,3.4011973816621555,1.6094379124341003,6.154858094016418,3.5553480614894135,-0.03822121282019774,1.791759469228055,2.599510032527004,-2.995732273553991,NA,NA,1.6094379124341003,3.8862388882724312,2.5220856530297544
CZE,20300089,0,1,1,1,1,5.187385805840755,5.3706380281276624,3.1354942159291497,0.6931471805599453,5.976350909297934,3.2188758248682006,0.18325222228690782,2.4423470353692043,2.757475084429733,-1.0886619578149417,NA,NA,1.5902065505062128,3.7689221617874726,2.114532861491106
CZE,20300090,0,1,1,0,0.99,5.342334251964811,5.209486152841421,3.1354942159291497,0,5.971261839790462,3.1780538303479458,-0.13284809912339005,3.1354942159291497,2.793208009442517,-1.491654876777717,NA,NA,1.6582280766035324,3.7287009483006077,2.5601300710255877
CZE,20300091,0,1,0,NA,0.97,5.0106352940962555,5.0689042022202315,2.833213344056216,1.3862943611198906,5.733341276897746,3.044522437723423,0.058268908123975824,1.4469189829363254,2.6888188391743224,-0.8754687373539001,NA,NA,1.3156767939059373,3.847242030658644,1.984131361875511
CZE,20300092,0,1,1,1,1,6.22455842927536,5.752572638825633,4.553876891600541,1.6094379124341003,6.709304340258298,4.605170185988092,-0.47198579044972677,2.9444389791664403,2.1041341542702074,-1.4552872326068422,-2.3025850929940455,NA,1.6471782404169475,3.7050934478487556,1.9404004932443437
CZE,20300093,1,1,1,1,1,4.394449154672439,4.812184355372417,2.70805020110221,2.3978952727983707,5.318119993844216,3.258096538021482,0.41773520069997877,0.31015492830383945,2.0600234558227344,-2.0024805005437076,NA,NA,2.05127066471314,3.923072841614731,2.5032557884561966
CZE,20300094,0,1,0,0,0.99,4.7535901911063645,4.770684624465665,3.1780538303479458,1.3862943611198906,5.455321115357702,3.332204510175204,0.01709443335930004,1.791759469228055,2.1231166051824975,-1.4271163556401458,NA,NA,1.9203768470501485,4.245128235501455,2.1572192427225203
CZE,20300095,1,1,0,1,1,4.48863636973214,4.31748811353631,2.4849066497880004,1.0986122886681098,5.099866427824199,2.70805020110221,-0.17114825619582946,1.3862943611198906,2.3918162267219882,-0.3930425881096072,NA,NA,1.7047480922384253,3.713572066704308,2.1400661634962708
CZE,20300096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2380465718564744,4.175348346375188,1.791759469228055
CZE,20300097,0,1,1,1,1,5.634789603169249,5.840641657373398,3.58351893845611,2.833213344056216,6.436150368369428,3.970291913552122,0.20585205420414882,0.750305594399894,2.465858454817306,-2.900422093749666,NA,NA,2.182783893181425,4.133875400978736,2.46864612891622
CZE,20300098,1,1,NA,NA,NA,4.51085950651685,4.382026634673881,2.995732273553991,0,5.14166355650266,3.044522437723423,-0.12883287184296843,2.995732273553991,2.097141118779237,-0.843970070294529,NA,NA,1.749199854809259,4.22683374526818,2.847812143477369
CZE,20300099,1,1,0,0,0.99,4.51085950651685,4.31748811353631,2.3978952727983707,1.0986122886681098,5.111987788356544,2.6390573296152584,-0.19337139298053965,1.2992829841302609,2.472930458741285,-1.5371172508544744,NA,NA,1.8123787564307907,3.7669972333778885,2.6390573296152584
CZE,20300100,1,1,1,0,0.99,5.69035945432406,5.652489180268651,3.4011973816621555,2.302585092994046,6.364750756851911,3.6888794541139363,-0.03787027405540985,1.0986122886681098,2.675871302737975,-1.458865053954726,NA,NA,1.9740810260220096,3.903990833730882,2.642622395779755
